Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-October-2020,1.61,1.65,1.60,1.65,1.630807722043520399,4141598,2043,6754150.00,4141598,100.00,0.05,0.04
26-October-2020,1.58,1.58,1.55,1.58,1.578626246614432849,5518647,2031,8711881.00,5518647,100.00,0.03,0.00
23-October-2020,1.51,1.51,1.46,1.51,1.504930832338949697,941119,281,1416319.00,941119,100.00,0.05,0.00
22-October-2020,1.39,1.44,1.33,1.44,1.410943818218153523,1646281,561,2322810.00,1646281,100.00,0.11,0.05
21-October-2020,1.36,1.38,1.32,1.38,1.378196498177138385,1617786,704,2229627.00,1617786,100.00,0.06,0.02
20-October-2020,1.31,1.35,1.31,1.32,1.314697197992549562,5245061,1362,6895667.00,5245061,100.00,0.04,0.01
19-October-2020,1.41,1.41,1.37,1.37,1.375269628691998693,1625847,1041,2235978.00,1625847,100.00,0.04,-0.04
16-October-2020,1.53,1.54,1.41,1.44,1.447230702546686326,3193012,1023,4621025.00,3193012,100.00,0.13,-0.09
15-October-2020,1.42,1.48,1.42,1.48,1.477418055624520692,362502,277,535567.00,362502,100.00,0.06,0.06
14-October-2020,1.40,1.45,1.39,1.41,1.412556169433182217,3606944,1400,5095011.00,3606944,100.00,0.06,0.01
13-October-2020,1.45,1.47,1.41,1.41,1.420464317351243763,4631789,1482,6579291.00,4631789,100.00,0.06,-0.04
12-October-2020,1.54,1.55,1.48,1.48,1.487467779954018807,4200413,1179,6247979.00,4200413,100.00,0.07,-0.06
9-October-2020,1.62,1.65,1.54,1.55,1.569668692830873333,3342276,1648,5246266.00,3342276,100.00,0.11,-0.07
8-October-2020,1.62,1.67,1.60,1.62,1.623619237519058534,2292936,1168,3722855.00,2292936,100.00,0.07,0.00
7-October-2020,1.71,1.71,1.63,1.67,1.661649396697868752,4098444,1347,6810177.00,4098444,100.00,0.08,-0.04
6-October-2020,1.76,1.82,1.69,1.70,1.754613299033821563,3854671,1219,6763457.00,3854671,100.00,0.13,-0.06
5-October-2020,1.70,1.76,1.62,1.76,1.685071443896423409,3253322,1390,5482080.00,3253322,100.00,0.14,0.06
1-October-2020,1.63,1.74,1.62,1.68,1.658905518209411712,4960649,1887,8229248.00,4960649,100.00,0.12,0.05
30-September-2020,1.70,1.75,1.70,1.70,1.701143239348969621,4468793,1394,7602057.00,4468793,100.00,0.05,0.00
29-September-2020,1.80,1.87,1.78,1.78,1.780631989809804154,2711626,1296,4828408.00,2711626,100.00,0.09,-0.02
28-September-2020,1.90,1.99,1.87,1.87,1.927712245707073462,3574077,3191,6889792.00,3574077,100.00,0.12,-0.03
25-September-2020,1.79,1.96,1.78,1.96,1.859408886814180831,4404368,1800,8189521.00,4404368,100.00,0.18,0.17
24-September-2020,1.96,1.96,1.87,1.87,1.872703445228342897,2177011,2418,4076896.00,2177011,100.00,0.09,-0.09
23-September-2020,2.05,2.10,1.95,1.96,1.976001592838615839,3505691,3524,6927251.00,3505691,100.00,0.15,-0.09
22-September-2020,2.05,2.15,2.05,2.05,2.051970170878031685,1529512,2033,3138513.00,1529512,100.00,0.10,0.00
21-September-2020,2.26,2.30,2.15,2.15,2.183298776173325980,1947498,2289,4251970.00,1947498,100.00,0.15,-0.11
18-September-2020,2.15,2.29,2.15,2.26,2.252660385377639596,1731704,2032,3900941.00,1731704,100.00,0.14,0.11
17-September-2020,2.28,2.31,2.19,2.24,2.232664988027493697,1393192,1025,3110531.00,1393192,100.00,0.12,-0.04
16-September-2020,2.45,2.45,2.28,2.28,2.310819680161765192,2204677,1293,5094611.00,2204677,100.00,0.17,-0.17
15-September-2020,2.39,2.39,2.32,2.39,2.378574730226002327,2280242,1725,5423726.00,2280242,100.00,0.07,0.00
14-September-2020,2.28,2.28,2.26,2.28,2.279945365467012024,989118,509,2255135.00,989118,100.00,0.02,0.00
11-September-2020,1.99,2.18,1.99,2.18,2.070616007617792113,4193341,1809,8682799.00,4193341,100.00,0.19,0.19
10-September-2020,2.15,2.15,2.08,2.08,2.083931493928627180,3798729,2069,7916291.00,3798729,100.00,0.07,-0.07
9-September-2020,2.26,2.26,2.18,2.18,2.181669429113066811,2501406,1420,5457241.00,2501406,100.00,0.08,-0.08
8-September-2020,2.26,2.42,2.26,2.29,2.336286268018342209,3112384,1336,7271420.00,3112384,100.00,0.16,0.03
7-September-2020,2.26,2.46,2.26,2.33,2.354264502900471067,4127433,3083,9717069.00,4127433,100.00,0.20,0.07
4-September-2020,2.43,2.44,2.33,2.37,2.377968918110703086,2519731,1577,5991842.00,2519731,100.00,0.11,-0.06
3-September-2020,2.30,2.49,2.30,2.43,2.384125027885907810,3393291,3137,8090030.00,3393291,100.00,0.19,0.13
2-September-2020,2.60,2.60,2.39,2.41,2.447521376613788743,4060863,3604,9939049.00,4060863,100.00,0.21,-0.19
1-September-2020,2.29,2.53,2.29,2.51,2.422635378554399337,9257190,6602,22426796.00,9257190,100.00,0.24,0.22
31-August-2020,2.59,2.63,2.41,2.41,2.427534113480119096,6386405,4498,15503216.00,6386405,100.00,0.22,-0.18
28-August-2020,2.62,2.62,2.46,2.53,2.573342262986788475,8083927,3771,20802711.00,8083927,100.00,0.16,-0.09
27-August-2020,2.28,2.50,2.28,2.50,2.357730154381470733,5730610,2396,13511232.00,5730610,100.00,0.22,0.22
26-August-2020,2.39,2.45,2.39,2.39,2.396742982861407078,11205529,3444,26856773.00,11205529,100.00,0.06,0.00
25-August-2020,2.51,2.55,2.51,2.51,2.511216401141462125,7279786,2143,18281118.00,7279786,100.00,0.04,0.00
24-August-2020,2.64,2.65,2.64,2.64,2.640041798912997965,3821152,3039,10088001.00,3821152,100.00,0.01,0.00
21-August-2020,2.80,2.86,2.62,2.77,2.823931660195415691,9427595,5368,26622884.00,9427595,100.00,0.24,-0.03
20-August-2020,2.58,2.79,2.57,2.73,2.668640771390758193,14833053,9703,39584090.00,14833053,100.00,0.22,0.15
19-August-2020,2.62,2.75,2.49,2.70,2.664175763893042822,44602972,18258,118830157.00,44602972,100.00,0.26,0.08
18-August-2020,2.62,2.62,2.62,2.62,2.619999838852662399,5088511,1403,13331898.00,5088511,100.00,0.00,0.00
17-August-2020,2.50,2.50,2.50,2.50,2.500000000000000000,5775036,1806,14437590.00,5775036,100.00,0.00,0.00
14-August-2020,2.17,2.39,2.17,2.39,2.300632821834479787,25158740,9161,57881023.00,25158740,100.00,0.22,0.22
13-August-2020,2.28,2.28,2.28,2.28,2.279999673302557224,1101937,1749,2512416.00,1101937,100.00,0.00,0.00
12-August-2020,2.40,2.40,2.40,2.40,2.399999801724599434,1008698,1778,2420875.00,1008698,100.00,0.00,0.00
11-August-2020,2.52,2.52,2.52,2.52,2.519999768381575912,1036187,1791,2611191.00,1036187,100.00,0.00,0.00
10-August-2020,2.65,2.65,2.65,2.65,2.649999869211633886,1146891,1853,3039261.00,1146891,100.00,0.00,0.00
7-August-2020,2.78,2.78,2.78,2.78,2.779999473295599189,1025243,1798,2850175.00,1025243,100.00,0.00,0.00
6-August-2020,2.92,2.92,2.92,2.92,2.919999915518472187,3314334,2454,9677855.00,3314334,100.00,0.00,0.00
5-August-2020,3.07,3.07,3.07,3.07,3.069999914077852830,8146910,3729,25011013.00,8146910,100.00,0.00,0.00
4-August-2020,3.23,3.23,3.23,3.23,3.229999608593789315,536527,1152,1732982.00,536527,100.00,0.00,0.00
3-August-2020,3.39,3.39,3.39,3.39,3.389998961110918724,693048,1366,2349432.00,693048,100.00,0.00,0.00
31-July-2020,3.56,3.56,3.56,3.56,3.559999606900579540,712288,778,2535745.00,712288,100.00,0.00,0.00
30-July-2020,3.74,3.74,3.74,3.74,3.739999854479526767,2336441,1875,8738289.00,2336441,100.00,0.00,0.00
29-July-2020,4.29,4.33,3.93,3.93,4.165219096061036906,49937000,21057,207998546.00,49937000,100.00,0.40,-0.36
28-July-2020,4.13,4.13,4.13,4.13,4.129999922201389483,6426850,2499,26542890.00,6426850,100.00,0.00,0.00
27-July-2020,3.90,3.94,3.76,3.94,3.902968101850310962,18297519,7868,71414633.00,18297519,100.00,0.18,0.04
24-July-2020,3.76,3.76,3.42,3.76,3.702852393968738706,56145470,23283,207898388.00,56145470,100.00,0.34,0.00
23-July-2020,3.59,3.59,3.59,3.59,3.589999795964350364,4558027,1492,16363316.00,4558027,100.00,0.00,0.00
22-July-2020,3.42,3.42,3.28,3.42,3.402425441077134358,14358543,5619,48853872.00,14358543,100.00,0.14,0.00
21-July-2020,3.26,3.26,2.97,3.26,3.233907955106201511,29301419,7835,94758092.00,29301419,100.00,0.29,0.00
20-July-2020,3.11,3.11,3.11,3.11,3.109999884845932352,5297251,1498,16474450.00,5297251,100.00,0.00,0.00
17-July-2020,2.97,2.97,2.83,2.97,2.953860641466036960,15360595,5808,45373057.00,15360595,100.00,0.14,0.00
16-July-2020,2.83,2.83,2.57,2.83,2.741262900412463500,66342840,21363,181863166.00,66342840,100.00,0.26,0.00
15-July-2020,2.70,2.70,2.70,2.70,2.699999950561856263,12136378,1438,32768220.00,12136378,100.00,0.00,0.00
14-July-2020,2.58,2.58,2.58,2.58,2.579999941703428358,7890687,2097,20357972.00,7890687,100.00,0.00,0.00
13-July-2020,2.46,2.46,2.40,2.46,2.459561080125895318,12370595,3750,30426234.00,12370595,100.00,0.06,0.00
10-July-2020,2.19,2.35,2.13,2.35,2.269627341666480192,35572316,13709,80735901.00,35572316,100.00,0.22,0.16
9-July-2020,2.34,2.34,2.12,2.24,2.196222056706572059,54779647,17905,120308269.00,54779647,100.00,0.22,-0.10
8-July-2020,2.23,2.23,2.23,2.23,2.229999936206682497,10189155,2624,22721815.00,10189155,100.00,0.00,0.00
7-July-2020,2.13,2.13,2.10,2.13,2.129139821673527453,19823529,6176,42207065.00,19823529,100.00,0.03,0.00
6-July-2020,2.03,2.03,1.94,2.03,2.026466690733904011,40392394,12208,81853841.00,40392394,100.00,0.09,0.00
3-July-2020,1.94,1.94,1.77,1.94,1.934288024570944358,95171922,18249,184089909.00,95171922,100.00,0.17,0.00
2-July-2020,1.85,1.85,1.85,1.85,1.849999817116438306,2187184,548,4046290.00,2187184,100.00,0.00,0.00
1-July-2020,1.77,1.77,1.77,1.77,1.769999916397047143,3588390,636,6351450.00,3588390,100.00,0.00,0.00
30-June-2020,1.69,1.69,1.69,1.69,1.689999904941367104,1367577,423,2311205.00,1367577,100.00,0.00,0.00
29-June-2020,1.61,1.61,1.61,1.61,1.609999479669409552,1883418,504,3032302.00,1883418,100.00,0.00,0.00
26-June-2020,1.54,1.54,1.54,1.54,1.539999515762681343,1321666,408,2035365.00,1321666,100.00,0.00,0.00
25-June-2020,1.47,1.47,1.47,1.47,1.469999176956965702,1105653,382,1625309.00,1105653,100.00,0.00,0.00
24-June-2020,1.40,1.40,1.40,1.40,1.399999832251073173,1192258,442,1669161.00,1192258,100.00,0.00,0.00
23-June-2020,1.34,1.34,1.34,1.34,1.339999841230003376,1637589,384,2194369.00,1637589,100.00,0.00,0.00
22-June-2020,1.28,1.28,1.28,1.28,1.279999939881762456,1330711,534,1703310.00,1330711,100.00,0.00,0.00
19-June-2020,1.22,1.22,1.22,1.22,1.219999818851273459,3201789,525,3906182.00,3201789,100.00,0.00,0.00
18-June-2020,1.17,1.17,1.17,1.17,1.169999460012117090,1685223,512,1971710.00,1685223,100.00,0.00,0.00
17-June-2020,1.12,1.12,1.12,1.12,1.119999738139242003,2444047,592,2737332.00,2444047,100.00,0.00,0.00
16-June-2020,1.07,1.07,1.07,1.07,1.069999788618970870,3642711,846,3897700.00,3642711,100.00,0.00,0.00
15-June-2020,1.02,1.02,1.02,1.02,1.019999910194832311,3340565,1424,3407376.00,3340565,100.00,0.00,0.00
12-June-2020,0.98,0.98,0.98,0.98,0.979999873559189402,1423591,1085,1395119.00,1423591,100.00,0.00,0.00
11-June-2020,1.03,1.03,0.99,1.03,1.026612816762792845,8730192,2858,8962527.00,8730192,100.00,0.04,0.00
10-June-2020,0.99,0.99,0.99,0.99,0.989998306923429044,478419,189,473634.00,478419,100.00,0.00,0.00
9-June-2020,0.95,0.95,0.95,0.95,0.949999675327837715,1232012,332,1170411.00,1232012,100.00,0.00,0.00
8-June-2020,0.91,0.91,0.91,0.91,0.909998992674636250,426873,159,388454.00,426873,100.00,0.00,0.00
5-June-2020,0.85,0.87,0.83,0.87,0.861796890466995600,1555732,474,1340725.00,1555732,100.00,0.04,0.02
4-June-2020,0.87,0.87,0.81,0.83,0.835822534057547129,3078833,1364,2573358.00,3078833,100.00,0.06,-0.04
3-June-2020,0.80,0.84,0.77,0.84,0.816610656347418217,3535658,1298,2887256.00,3535658,100.00,0.07,0.04
2-June-2020,0.79,0.81,0.76,0.80,0.786018063443318738,3728525,1188,2930688.00,3728525,100.00,0.05,0.01
1-June-2020,0.79,0.80,0.76,0.79,0.777796264311197005,3816592,1311,2968531.00,3816592,100.00,0.04,0.00
29-May-2020,0.81,0.83,0.79,0.79,0.805740719438428696,3007846,1278,2423544.00,3007846,100.00,0.04,-0.02
28-May-2020,0.82,0.84,0.77,0.83,0.808968111550618855,1238254,682,1001708.00,1238254,100.00,0.07,0.01
27-May-2020,0.79,0.81,0.77,0.80,0.789390288149636360,923305,680,728848.00,923305,100.00,0.04,0.01
26-May-2020,0.81,0.82,0.77,0.79,0.790014755341742692,1715311,815,1355121.00,1715311,100.00,0.05,-0.02
22-May-2020,0.83,0.84,0.80,0.81,0.818835200848888182,1213823,593,993921.00,1213823,100.00,0.04,-0.02
21-May-2020,0.80,0.84,0.80,0.83,0.823512826431480566,1291006,506,1063160.00,1291006,100.00,0.04,0.03
20-May-2020,0.84,0.85,0.80,0.83,0.817596136205579803,1640667,485,1341403.00,1640667,100.00,0.05,-0.01
19-May-2020,0.84,0.88,0.81,0.84,0.836510226518901316,2371237,693,1983564.00,2371237,100.00,0.07,0.00
18-May-2020,0.87,0.90,0.83,0.85,0.845513906055078319,1560723,700,1319613.00,1560723,100.00,0.07,-0.02
15-May-2020,0.84,0.87,0.82,0.87,0.849779662623199393,1435072,609,1219495.00,1435072,100.00,0.05,0.03
14-May-2020,0.86,0.86,0.82,0.83,0.835724492835899059,1386287,618,1158554.00,1386287,100.00,0.04,-0.03
13-May-2020,0.80,0.84,0.77,0.83,0.822054116688373319,1698404,813,1396180.00,1698404,100.00,0.07,0.03
12-May-2020,0.84,0.84,0.80,0.80,0.800715195985987530,699948,406,560459.00,699948,100.00,0.04,-0.04
11-May-2020,0.84,0.84,0.84,0.84,0.839999935280945415,1236112,495,1038334.00,1236112,100.00,0.00,0.00
8-May-2020,0.80,0.88,0.80,0.88,0.834721720744870842,3093637,1120,2582326.00,3093637,100.00,0.08,0.08
7-May-2020,0.84,0.84,0.84,0.84,0.839998128665270504,363377,301,305236.00,363377,100.00,0.00,0.00
6-May-2020,0.88,0.88,0.88,0.88,0.879999671439014974,608715,245,535669.00,608715,100.00,0.00,0.00
5-May-2020,0.92,0.92,0.92,0.92,0.919999851188815351,1343985,294,1236466.00,1343985,100.00,0.00,0.00
4-May-2020,1.00,1.00,0.96,0.96,0.963285657694708128,886057,639,853526.00,886050,100.00,0.04,-0.04
30-April-2020,1.05,1.05,0.95,1.01,0.990378752170788674,32840023,3899,32524061.00,17490843,53.26,0.10,-0.04
29-April-2020,1.00,1.00,1.00,1.00,1.000000000000000000,2042343,105,2042343.00,2042341,100.00,0.00,0.00
28-April-2020,0.96,0.96,0.96,0.96,0.959998363383431984,73322,63,70389.00,73322,100.00,0.00,0.00
27-April-2020,0.92,0.92,0.92,0.92,0.919999560594076808,455160,66,418747.00,455160,100.00,0.00,0.00
24-April-2020,0.88,0.88,0.88,0.88,0.879993083174822756,133009,70,117047.00,133009,100.00,0.00,0.00
23-April-2020,0.83,0.84,0.82,0.84,0.835189119996543287,9257350,839,7731638.00,4967269,53.66,0.02,0.01
22-April-2020,0.79,0.80,0.77,0.80,0.792900681501009146,11892719,1012,9429745.00,8238309,69.27,0.03,0.01
21-April-2020,0.77,0.77,0.72,0.77,0.739987647843357790,16508858,561,12216351.00,3075079,18.63,0.05,0.00
20-April-2020,0.71,0.74,0.70,0.74,0.727982250602344337,3985262,523,2901200.00,2679450,67.23,0.04,0.03
17-April-2020,0.70,0.72,0.69,0.71,0.706306391895610181,2231482,515,1576110.00,1076210,48.23,0.03,0.01
16-April-2020,0.70,0.74,0.68,0.71,0.708478416462317142,5298112,601,3753598.00,3132727,59.13,0.06,0.01
15-April-2020,0.73,0.73,0.69,0.71,0.708474990202612827,5593328,842,3962733.00,2235409,39.97,0.04,-0.02
13-April-2020,0.72,0.74,0.71,0.72,0.714794848613854913,3135855,574,2241493.00,1709957,54.53,0.03,0.00
9-April-2020,0.77,0.77,0.72,0.74,0.752161827062022180,8305706,763,6247235.00,3386780,40.78,0.05,-0.03
8-April-2020,0.74,0.74,0.71,0.74,0.732086842146633897,954145,184,698517.00,748343,78.43,0.03,0.00
7-April-2020,0.69,0.71,0.68,0.71,0.705269780404890123,5933511,354,4184726.00,5302011,89.36,0.03,0.02
3-April-2020,0.69,0.69,0.67,0.68,0.683066800819248354,1758197,438,1200966.00,1030660,58.62,0.02,-0.01
1-April-2020,0.66,0.69,0.65,0.69,0.675838987411070249,3945530,536,2666543.00,2333707,59.15,0.04,0.03
31-March-2020,0.65,0.68,0.63,0.66,0.670546960319412721,5829198,682,3908751.00,3819005,65.52,0.05,0.01
30-March-2020,0.67,0.68,0.64,0.65,0.658288039860031849,3004112,619,1977571.00,2459875,81.88,0.04,-0.02
27-March-2020,0.69,0.70,0.66,0.67,0.672035755232069704,3250769,631,2184633.00,2111303,64.95,0.04,-0.02
26-March-2020,0.68,0.70,0.65,0.68,0.672717731746086487,5103344,675,3433110.00,3067420,60.11,0.05,0.00
25-March-2020,0.65,0.68,0.62,0.67,0.639736437292052399,1149328,561,735267.00,777402,67.64,0.06,0.02
24-March-2020,0.65,0.70,0.65,0.65,0.652311011953640794,791558,407,516342.00,510051,64.44,0.05,0.00
23-March-2020,0.68,0.71,0.68,0.68,0.680002967260887391,997553,364,678339.00,994534,99.70,0.03,0.00
20-March-2020,0.67,0.73,0.67,0.71,0.703717036997444723,5725017,981,4028792.00,3013867,52.64,0.06,0.04
19-March-2020,0.70,0.70,0.70,0.70,0.699999190303069561,864521,327,605164.00,864521,100.00,0.00,0.00
18-March-2020,0.73,0.77,0.73,0.73,0.731126248861749079,3111133,466,2274631.00,3074048,98.81,0.04,0.00
17-March-2020,0.76,0.80,0.76,0.76,0.760245943325218853,2359568,455,1793852.00,1947735,82.55,0.04,0.00
16-March-2020,0.79,0.80,0.79,0.79,0.790472062307171865,3467466,747,2740935.00,3261080,94.05,0.01,0.00
13-March-2020,0.82,0.90,0.82,0.83,0.838469410661347379,13047863,1701,10940234.00,7017599,53.78,0.08,0.01
12-March-2020,0.94,0.94,0.86,0.86,0.882437223565787443,18981008,3040,16749548.00,12104797,63.77,0.08,-0.08
11-March-2020,0.90,0.90,0.90,0.90,0.899999322603370725,295248,103,265723.00,295248,100.00,0.00,0.00
9-March-2020,0.86,0.86,0.86,0.86,0.859997415626064585,340508,109,292836.00,340508,100.00,0.00,0.00
6-March-2020,0.82,0.82,0.82,0.82,0.819999173790859670,895657,197,734438.00,895656,100.00,0.00,0.00
5-March-2020,0.79,0.79,0.79,0.79,0.789998375304630381,307750,93,243122.00,307750,100.00,0.00,0.00
4-March-2020,0.72,0.76,0.71,0.76,0.747095529934054683,11087823,2097,8283663.00,7099279,64.03,0.05,0.04
3-March-2020,0.73,0.74,0.68,0.73,0.716815698540882989,2063988,551,1479499.00,2063988,100.00,0.06,0.00
2-March-2020,0.68,0.71,0.66,0.71,0.699992321198059130,1927384,468,1349154.00,1927384,100.00,0.05,0.03
28-February-2020,0.69,0.70,0.66,0.68,0.682184729382963023,2077493,600,1417234.00,2077493,100.00,0.04,-0.01
27-February-2020,0.70,0.72,0.67,0.68,0.686013823997495039,1584057,372,1086685.00,1584057,100.00,0.05,-0.02
26-February-2020,0.70,0.71,0.70,0.70,0.700040019438012749,979524,309,685706.00,979524,100.00,0.01,0.00
25-February-2020,0.79,0.79,0.73,0.73,0.739976955612464196,2768570,616,2048678.00,2768570,100.00,0.06,-0.06
24-February-2020,0.75,0.76,0.73,0.76,0.756599989422201685,1436972,367,1087213.00,1436972,100.00,0.03,0.01
20-February-2020,0.72,0.73,0.68,0.73,0.712559592498047580,1715820,388,1222624.00,1715820,100.00,0.05,0.01
19-February-2020,0.71,0.73,0.67,0.70,0.694528961873032689,1142105,483,793225.00,1142105,100.00,0.06,-0.01
18-February-2020,0.68,0.71,0.65,0.70,0.690182645435070745,2154776,469,1487189.00,2154776,100.00,0.06,0.02
17-February-2020,0.70,0.70,0.67,0.68,0.680889468241977241,771742,456,525471.00,771742,100.00,0.03,-0.02
14-February-2020,0.74,0.75,0.70,0.70,0.716407373782630226,2035536,476,1458273.00,2035536,100.00,0.05,-0.04
13-February-2020,0.70,0.74,0.69,0.73,0.713340292668246623,1063320,344,758509.00,1063320,100.00,0.05,0.03
12-February-2020,0.73,0.74,0.70,0.72,0.714361818611927009,1593677,498,1138462.00,1593677,100.00,0.04,-0.01
11-February-2020,0.71,0.74,0.71,0.73,0.721708810617230999,899971,386,649517.00,899971,100.00,0.03,0.02
10-February-2020,0.75,0.78,0.74,0.74,0.740546644358536571,700492,256,518747.00,700492,100.00,0.04,-0.01
7-February-2020,0.84,0.84,0.76,0.77,0.787158289042835759,1552628,568,1222164.00,1552628,100.00,0.08,-0.07
6-February-2020,0.77,0.80,0.77,0.80,0.793248670626130187,968313,393,768113.00,968313,100.00,0.03,0.03
5-February-2020,0.74,0.77,0.73,0.77,0.759562363547848705,1131807,560,859678.00,1131807,100.00,0.04,0.03
4-February-2020,0.70,0.74,0.68,0.74,0.696691774113406776,2934322,631,2044318.00,2934322,100.00,0.06,0.04
