Index,Date,Day,Tata Comm Open Price,Mtnl Open Price,Reliance Open Price,Airtel Open Price,Vodafone Open Price,Tata CommnHigh Price,Mtnl High Price,Reliance High Price,Airtel High Price,Vodafone High Price, Tata Commn Low Price,Mtnl Low Price,Reliance Low Price,Airtel Low Price,Vodafone Low Price,Tata Commn Close Price,Mtnl Close Price,Reliance Close Price,Airtel Close Price,Vodafone Close Price,Tata Commn No. of Trades,Mtnl No. of Trades,Reliance No. of Trades,Airtel No. of Trades,Vodafone No. of Trades,Tata %gain,Mtnl %gain,Reliance %gain,Airtel %gain,Vodafone %gain,BSE %gain
492,7-Jan-19,Monday,531.9,16.85,14.21,322.7,36.3,536,17.05,14.35,327.6,37.15,525,15.85,13.63,322.35,36.3,527.65,15.95,13.86,324.45,36.6,281,1137,312662,2092,933,-0.805458163555387,-5.64263322884014,-2.52525252525254,0.539374325782093,0.819672131147553,0.045329567634849
493,4-Jan-19,Friday,532.95,16.2,13.45,313,36.05,542.25,17.15,14.19,324.4,36.55,523.05,15.85,13.29,313,35.6,532.8,16.7,14,322.6,36.25,567,2568,255708,4031,1306,-0.02815315315317,2.9940119760479,3.92857142857143,2.97582145071296,0.551724137931042,-0.337571715161095
494,3-Jan-19,Thursday,522.35,17.6,13.85,312,35.8,539,17.6,13.85,315.45,36.25,522.25,16.2,13.4,308.15,34.9,534.75,16.3,13.51,313.15,36.05,690,2231,266710,2721,2295,2.31884057971014,-7.97546012269939,-2.51665433012583,0.367236148810467,0.693481276005548,0.292224983261001
495,2-Jan-19,Wednesday,522.45,19.2,14.4,316,37.75,533.55,19.2,14.4,320.75,37.8,519,17.5,13.62,309.2,36.55,521.35,17.85,13.81,312.8,36.8,370,5522,250403,2979,992,-0.210990697228354,-7.56302521008402,-4.27226647356988,-1.0230179028133,-2.58152173913044,-1.18486635161463
496,1-Jan-19,Tuesday,525.55,16.4,14.58,316.8,38.05,528.35,19.4,14.58,322,38.1,515.9,16.4,14.16,313.55,37.15,521.95,19.4,14.39,319.55,37.75,290,6569,262128,2770,971,-0.689721237666426,15.4639175257732,-1.32036136205698,0.860585197934595,-0.794701986754959,-0.854268640614832
497,31-Dec-18,Monday,524.45,15.2,14.9,319.8,37.55,530.95,16.45,14.93,321,38.1,521.1,15,14.29,312,37.55,523.55,16.19,14.39,312.9,37.7,285,3318,335119,1958,783,-0.171903352115384,6.1148857319333,-3.54412786657401,-2.20517737296262,0.397877984084896,0.255884982224301
498,28-Dec-18,Friday,524.25,13.3,14.39,316.55,37.4,526.9,14.24,15.03,321,38.1,517.55,13.3,14.36,314.35,37.4,522.45,14.1,14.69,316.2,37.6,752,695,302802,2848,1162,-0.344530577088708,5.67375886524822,2.04220558202858,-0.110689437065156,0.531914893617029,-0.473711979456772
499,27-Dec-18,Thursday,505,13.55,14.55,322.9,37.5,528,13.67,14.64,326.15,37.95,504.55,13,14.12,314,37.05,520.15,13.31,14.5,316.35,37.25,781,331,368722,5412,1362,2.9126213592233,-1.80315552216379,-0.344827586206901,-2.07049154417574,-0.671140939597315,0.456610246164294
500,26-Dec-18,Wednesday,518.75,13.45,14.2,310.95,37.25,519,13.64,14.46,323.95,37.45,506.6,13.25,13.82,303,36.35,510.55,13.46,14.29,321.2,37.25,695,178,350428,4232,1644,-1.60611105670355,0.074294205052018,0.629811056682994,3.19115815691158,0,-0.544107231825488
501,24-Dec-18,Monday,521.2,13.85,14.5,307.9,38.5,537.8,13.85,14.53,313.5,38.5,515,13.3,13.76,304.4,37.1,525.95,13.39,14.14,309,37.35,854,251,277485,3069,1861,0.903127673733244,-3.4353995519044,-2.54596888260254,0.355987055016189,-3.07898259705488,0.580029026696816
502,21-Dec-18,Friday,547.8,13.85,14.5,319.9,38.05,554.85,14.3,14.68,324.6,38.8,516,13.66,14.05,305.55,37.5,521.2,13.71,14.19,307.5,38.2,613,300,374902,5997,2470,-5.1036070606293,-1.02115244347191,-2.184637068358,-4.03252032520324,0.392670157068078,-1.09813462869484
503,20-Dec-18,Thursday,543.95,14,14.25,316,37.5,557.2,14.08,14.68,321.2,38.45,541.85,13.74,14.06,314.25,37.35,547.25,13.83,14.41,316.15,38.15,935,550,234533,2271,1869,0.603015075376876,-1.2292118582791,1.11034004163775,0.047445832674356,1.70380078636959,-1.97862071223071
504,19-Dec-18,Wednesday,533.4,13.75,14.5,321.8,37.2,551.8,14.45,14.95,323.5,38.05,530.5,13.68,13.77,318,37.2,547.7,14,14.26,322.25,37.75,733,556,346278,2622,1946,2.61091838597774,1.78571428571429,-1.68302945301543,0.139643134212564,1.4569536423841,0.303280085705646
505,18-Dec-18,Tuesday,528.65,13.8,15.78,314.7,36.5,535,13.86,16.05,320,37.5,526.7,13.7,15.55,312,36.1,533.05,13.75,15.78,317.15,37.2,328,141,269504,3454,2206,0.82543851421067,-0.363636363636369,0,0.77250512375847,1.88172043010753,0.11750250038853
506,17-Dec-18,Monday,530.4,14.15,16,320,36.4,537.55,14.19,16.23,323.05,36.8,526,13.72,15.5,313,35.8,533.65,13.93,15.66,314.65,36.3,417,607,330741,5143,1838,0.609013398294763,-1.57932519741565,-2.17113665389527,-1.70030192277134,-0.275482093663916,0.332076194291273
507,14-Dec-18,Friday,522.3,14.5,15.4,304,35.65,545,14.51,16.49,332.9,37.7,522.3,14.05,15.06,304,35.25,532.65,14.12,15.77,318.8,36.15,600,359,213960,12139,5950,1.94311461560124,-2.69121813031162,2.34622701331642,4.64240903387704,1.38312586445367,0.388584857983462
508,13-Dec-18,Thursday,529.4,15.05,15.7,309,34.95,536.25,15.65,16.04,312.7,35.8,524.7,14.4,14.94,301.35,34.75,527.2,14.66,15.46,302.7,34.9,671,1697,295444,3058,2228,-0.417298937784509,-2.66030013642565,-1.55239327296247,-2.08126858275521,-0.143266475644711,0.007618956519944
509,12-Dec-18,Wednesday,520.25,12.4,15.85,295,34.25,533.25,13.85,16.3,309.9,35.65,519.65,12.4,15,292.2,34.1,529.6,13.73,15.63,305.2,34.6,233,603,134540,3471,2975,1.76548338368581,9.68681718863802,-1.40754958413307,3.34207077326343,1.01156069364162,-0.265073627233665
510,11-Dec-18,Tuesday,502.1,12,14.15,289.5,32.5,521.1,12.5,16.06,293.85,35.25,500,11.95,13.66,282.25,32.1,518.65,12.45,15.36,290.1,34.25,236,151,11843,3783,3779,3.19097657379735,3.6144578313253,7.87760416666666,0.206825232678395,5.10948905109489,1.40090281832368
511,10-Dec-18,Monday,512.95,12.2,15.4,299,33.25,518.05,12.25,15.5,301.25,33.5,505,11.9,14.5,290,32.7,510.4,12.08,14.72,294.3,32.95,327,208,15861,2226,1914,-0.499608150470233,-0.993377483443702,-4.6195652173913,-1.59700985389058,-0.910470409711676,1.60989996873402
512,7-Dec-18,Friday,512.5,13.25,16.64,313.8,34,525.5,13.28,17,313.8,34.35,509.65,12.3,15.51,299.1,33.25,521.35,12.46,15.76,303.9,33.8,250,405,13478,2849,2614,1.69751606406445,-6.34028892455858,-5.58375634517767,-3.25765054294177,-0.591715976331369,-0.700634902110207
513,6-Dec-18,Thursday,516.25,13.58,15.9,310,33.85,517,13.6,16.47,312.45,33.95,502.8,12.95,15.25,302,33,511.05,13.06,16.29,304.1,33.55,380,224,26677,2386,3226,-1.0175129635065,-3.98162327718223,2.39410681399631,-1.9401512660309,-0.894187779433694,0.500066576496393
514,5-Dec-18,Wednesday,521.85,13.8,17,340,34.75,524,14.1,17.52,340,34.95,514,13.35,16.11,308.85,33.8,518.5,13.58,16.31,312.3,34.05,244,558,17202,3807,3407,-0.646094503375125,-1.62002945508101,-4.23053341508278,-8.86967659301953,-2.05580029368576,-1.08212107284381
515,4-Dec-18,Tuesday,526,13.15,17,319,36.1,529.7,14.05,18.6,323.3,36.45,514.3,12.9,16.9,310.7,34.9,523.25,13.78,17.1,318.4,35.2,365,513,66460,3541,3236,-0.525561395126613,4.57184325108853,0.584795321637435,-0.188442211055284,-2.55681818181818,-0.421464362936434
516,3-Dec-18,Monday,538,12.86,15.5,315,35.8,544.15,13.05,16.86,322.9,36.6,525.3,12.8,14.7,314.95,35.15,528.55,12.9,16.62,320.3,35.6,573,200,134876,1640,3281,-1.78791032068869,0.310077519379852,6.73886883273165,1.65469871995005,-0.561797752808977,-0.43219311507541
517,30-Nov-18,Friday,525.05,12.75,12.6,319,37.75,540.85,13.17,14.72,323.9,37.75,525,12.71,12.55,310.6,35.2,538.5,12.86,14.27,313.55,35.45,237,220,21486,2585,5052,2.49767873723306,0.855365474339031,11.7028731604765,-1.73815978312868,-6.48801128349788,-0.429596313567513
518,29-Nov-18,Thursday,527.85,12.9,13.2,326,38,534.85,12.93,13.25,326,38.35,523.85,12.61,12.44,312.35,36.55,529.3,12.65,12.75,316.85,37.75,419,160,10830,2570,3507,0.273946722085761,-1.97628458498024,-3.52941176470588,-2.88780179895849,-0.662251655629139,-0.30427442995167
519,28-Nov-18,Wednesday,535.75,13.25,13.48,333,38.95,535.75,13.25,13.48,333,39.15,520.45,12.8,13.03,311.4,37.55,523.25,12.85,13.13,314.5,37.9,374,214,4786,4015,2872,-2.38891543239369,-3.11284046692607,-2.66565118050266,-5.88235294117647,-2.77044854881268,0.478623272448398
520,27-Nov-18,Tuesday,525.85,13.11,13.32,334.8,40.2,537,13.3,13.58,335.8,40.6,524.95,13.08,13.06,324.75,38.2,533.5,13.12,13.32,328.5,38.8,512,140,64552,2567,3872,1.43392689784442,0.07621951219512,0,-1.91780821917809,-3.60824742268043,0.227986992170385
521,26-Nov-18,Monday,528.65,13.4,13.35,328.2,41.55,535,13.45,13.58,338.25,42.9,525.8,12.3,13,328.2,39.5,530.7,13.15,13.32,334,39.95,238,255,11821,2934,6709,0.386282268701728,-1.90114068441065,-0.22522522522522,1.73652694610779,-4.00500625782226,0.333313246871447
522,22-Nov-18,Thursday,531,13.65,13.9,331.75,44,541.8,13.65,14,339.75,44.75,524.9,13.33,13.05,321.5,40.9,527.15,13.37,13.28,327.95,41.1,637,164,14532,5545,6835,-0.730342407284458,-2.09424083769634,-4.66867469879519,-1.15871321847843,-7.05596107055961,0.66750428804824
523,21-Nov-18,Wednesday,536.9,13.65,13.55,331,42.5,537,13.69,13.86,339.1,45.55,525,13.35,13.49,330.1,42.1,533.35,13.42,13.71,331.75,44.4,85,172,44339,2243,6960,-0.665604199868745,-1.71385991058123,1.16703136396791,0.226073850791258,4.27927927927928,-0.86135281361151
524,20-Nov-18,Tuesday,535.05,13.5,14.1,332.8,42.55,541.05,13.88,14.29,339.25,43.8,526.65,13.48,13.38,328.6,41.15,531.45,13.56,13.55,331.75,42.3,218,393,53047,3374,5230,-0.677392040643505,0.442477876106198,-4.0590405904059,-0.316503391107765,-0.591016548463357,-0.831879726589355
525,19-Nov-18,Monday,553,13.68,13.51,331,42.3,553,13.71,14.75,338.75,43.95,534.8,13.49,13.45,319.25,40,537.2,13.55,14.1,336.7,42.65,415,156,47146,6207,9022,-2.94117647058823,-0.959409594095934,4.18439716312057,1.69290169290169,0.820633059788984,-0.722377842569199
526,16-Nov-18,Friday,520.65,13.6,13.5,303.8,37.2,552.7,14.08,13.7,336.9,43.7,520.65,13.46,13.16,301.35,36.25,548.35,13.85,13.56,333.6,42.9,1179,454,46551,12057,14415,5.05151819093645,1.80505415162455,0.442477876106198,8.93285371702638,13.2867132867133,0.355724463645985
527,15-Nov-18,Thursday,524.2,13.8,13.66,299,39.1,524.2,13.8,13.8,306.45,40.45,514.95,13.48,13.35,297.75,36.3,517.75,13.54,13.44,303.8,36.85,407,171,55275,1986,7291,-1.24577498792855,-1.92023633677992,-1.63690476190477,1.57998683344306,-6.10583446404342,0.164875021011289
528,14-Nov-18,Wednesday,515,14.2,13.56,300.95,40.7,528.5,14.2,13.89,311.45,42.05,511.2,13.74,13.32,298,39.6,525.05,13.78,13.68,301.25,41.45,790,179,64430,3485,3980,1.91410341872202,-3.04789550072569,0.877192982456135,0.099585062240668,1.80940892641737,0.325548048895453
529,13-Nov-18,Tuesday,510.5,13.8,13.78,299.9,40.3,517.75,13.89,13.97,300,40.9,499.3,13.67,13.2,290.35,39,516.35,13.79,13.56,297.45,40.7,924,111,82308,1607,1895,1.13295245473032,-0.07251631617115,-1.62241887905604,-0.823667843335011,0.982800982800997,-0.535399389732913
530,12-Nov-18,Monday,510.4,14.35,13.99,301.65,42.55,520,14.35,14.63,306.35,42.55,506,13.9,13.75,293.4,40.5,513.65,13.95,13.87,295.35,40.9,315,111,40068,2180,1206,0.632726564781466,-2.86738351254481,-0.865176640230721,-2.13306246825798,-4.03422982885085,0.848781700915266
531,9-Nov-18,Friday,499.9,14.4,13.79,290,42.2,516,14.4,14.32,302.35,42.3,499.7,14.2,13.43,290,41.35,514.05,14.32,14.2,298.45,42.1,607,457,13117,4594,1433,2.75265052037739,-0.558659217877095,2.88732394366197,2.83129502429217,-0.237529691211405,-1.36299697325625
532,7-Nov-18,Wednesday,503.75,14.1,14,308,42.15,510,14.2,14,308.9,42.6,497.95,13.97,13.8,304,41.8,502.75,14.12,13.93,305.95,42.2,114,93,1215,385,461,-0.198906016907011,0.141643059490082,-0.502512562814072,-0.670044124857006,0.118483412322285,-0.283231248160105
533,6-Nov-18,Tuesday,493.3,14.55,14.5,303.9,42,511.5,14.55,14.5,307.7,42.45,493.3,13.95,13.67,303,41.55,505.25,14.01,13.81,305.05,42.1,1023,173,32862,1072,1501,2.36516575952499,-3.85438972162742,-4.99637943519189,0.376987379118188,0.237529691211405,-0.182191336092493
534,5-Nov-18,Monday,488.5,14.15,15.1,301.9,40,501.8,14.26,15.1,305.45,41.85,488.15,13.81,13.45,298,40,493.55,14.17,14.06,302.5,41.6,359,318,30859,1658,1761,1.02319927059062,0.141143260409312,-7.39687055476529,0.198347107438024,3.84615384615385,-0.240998562239085
535,2-Nov-18,Friday,501,14.05,14.4,297,39.9,504,14.5,15.2,307.8,40.85,478.1,13.94,13.89,293.5,39.1,490.3,14.05,14.11,302.45,40.65,2082,726,26988,2974,1964,-2.18233734448297,0,-2.05527994330263,1.80195073565878,1.8450184501845,-0.479815695838634
536,1-Nov-18,Thursday,495,13.45,12.65,294.5,38.6,508.05,14.9,14.15,297.55,39.2,491.4,13.35,12.55,287.55,38.35,496.35,14.05,14.05,292.8,38.85,1176,1664,45075,2091,1174,0.271985494106986,4.27046263345197,9.9644128113879,-0.580601092896171,0.643500643500644,0.764602639407181
537,31-Oct-18,Wednesday,474.65,13.31,11.7,292.15,39,493.85,13.58,12.48,296.8,39.3,465.45,13.21,11.7,279.1,37.5,490.55,13.45,12.33,292.15,38.6,1428,151,151175,3226,2066,3.24125981041689,1.04089219330854,5.1094890510949,0,-1.03626943005181,-0.635049345128949
538,30-Oct-18,Tuesday,464.4,13.4,10.9,295.9,37.5,486.65,13.45,11.95,303.6,39.25,464,13.21,10.77,289.6,37.4,470.6,13.34,11.66,291.85,38.95,1221,120,10091,2735,2076,1.31746706332343,-0.449775112443782,6.5180102915952,-1.38769916052765,3.7227214377407,1.3906257031739
539,29-Oct-18,Monday,443.5,13.01,10.09,303,37,469.9,13.33,11.15,303.1,37.9,440.15,13.01,9.55,290,36.5,465.8,13.25,10.94,293.65,37.7,765,173,57608,3484,1429,4.78746243022757,1.81132075471698,7.76965265082267,-3.18406265962882,1.85676392572945,-0.524591537667823
540,26-Oct-18,Friday,447.4,13,10.5,297,37.4,458.7,13.2,10.5,305.95,37.5,435.95,12.95,9.81,287.2,36.4,447.1,13.01,10.02,298.3,36.95,727,129,93312,5555,2097,-0.067099082979189,0.07686395080707,-4.79041916167665,0.435802883003691,-1.21786197564275,1.51910624233139
541,25-Oct-18,Thursday,448.8,13,10.9,307.4,35.95,457,13.13,10.9,310.7,38.2,444.5,12.9,10.26,293.05,34.8,448.9,13.01,10.33,295.85,37.25,376,193,92514,6807,2683,0.022276676319886,0.07686395080707,-5.51790900290417,-3.904005408146,3.48993288590603,-1.28185560660777
542,24-Oct-18,Wednesday,460,13.3,11,287.5,36.85,461.15,13.35,11.15,328.75,36.85,442.6,13,10.76,286.9,35.15,456.5,13.18,10.97,316.75,36.25,675,287,23961,6300,2346,-0.766703176341731,-0.910470409711692,-0.273473108477661,9.23441199684294,-1.65517241379311,-0.262718205858168
543,23-Oct-18,Tuesday,440,13.35,10.95,283,35,465,13.4,11.29,290.6,35.8,439.85,13,10.63,283,34.15,452.5,13.06,10.87,285.9,35.4,544,221,115771,1943,2206,2.76243093922652,-2.22052067381316,-0.735970561177554,1.01434067855893,1.12994350282485,-0.498737143723498
544,22-Oct-18,Monday,457.1,13.9,10.8,288.7,37.3,457.5,13.99,11.35,292,37.3,445.35,13.42,10.75,277,34.9,448.1,13.45,10.9,286,35.1,461,226,199524,3364,2530,-2.00848024994421,-3.34572490706321,0.917431192660547,-0.94405594405594,-6.26780626780626,-0.261912126930311
545,19-Oct-18,Friday,465.3,13.73,11.55,287.8,37.9,473.7,14.25,11.55,293,38.55,443.25,13.4,11.01,284.95,36.2,456.7,13.86,11.16,286.85,36.5,838,345,4097,1820,2266,-1.88307422815853,0.937950937950931,-3.49462365591398,-0.331183545407003,-3.83561643835616,-1.62595600095857
546,17-Oct-18,Wednesday,487.25,14.2,12,295.05,37.2,492.1,14.2,12.05,297.75,38,468.85,13.66,11.27,284.8,36.85,470.45,13.73,11.36,288.1,37.8,704,445,190967,2496,1999,-3.57104899564247,-3.42316096139839,-5.63380281690141,-2.41235682054842,1.58730158730157,-0.721711942925144
547,16-Oct-18,Tuesday,511.8,14.09,11.7,291,37.25,514.4,14.55,11.99,295.8,37.3,482.15,13.94,11.68,289.8,36.4,486.85,14,11.79,293.9,37.05,920,477,160260,1767,1928,-5.12478176029578,-0.642857142857142,0.763358778625953,0.986730180333439,-0.539811066126863,-2.19611622682044
548,15-Oct-18,Monday,483.95,13.8,11.75,290.55,36,516.5,14.15,11.97,293.4,37.3,479,13.66,11.5,284.45,35.9,512.55,13.98,11.67,291.4,36.7,758,762,209447,1736,1656,5.57994342015413,1.28755364806867,-0.685518423307627,0.291695264241581,1.90735694822889,0.449769185791222
549,12-Oct-18,Friday,489,13.6,11.45,289.7,35,496,14.74,12.16,292.45,36.5,480.3,13.4,11.3,284.7,34.85,484.85,13.77,11.67,290.55,35.9,416,785,144449,5902,2312,-0.855934825203667,1.23456790123457,1.88517566409598,0.292548614696274,2.50696378830083,-0.306122741652837
550,11-Oct-18,Thursday,480.6,13,10.95,290,34.45,496.95,13.6,11.47,294.55,35.2,469.55,12.75,10.75,282.35,33.55,484.05,13.33,11.12,286.25,34.55,450,800,194748,2765,2232,0.712736287573595,2.47561890472618,1.52877697841727,-1.31004366812227,0.289435600578855,1.27156486604607
551,10-Oct-18,Wednesday,476.25,13.05,11.15,290.95,34.3,499.5,13.6,11.67,303.95,36.45,475.25,13,11.05,284.1,33.1,493.2,13.4,11.48,295.65,36,349,566,9097,4048,4101,3.43673965936739,2.61194029850746,2.87456445993031,1.58971757145273,4.72222222222223,-0.184317295150306
552,9-Oct-18,Tuesday,481.6,13.4,11,295.4,33.9,481.6,13.4,11.29,296.3,35.1,467,12.95,10.65,287.25,33.35,474.4,13.04,11.05,288.6,34.45,614,356,152955,2015,3316,-1.51770657672851,-2.76073619631903,0.452488687782812,-2.35620235620234,1.59651669085633,0.770060835611517
553,8-Oct-18,Monday,468,13.2,11.7,300,33.55,481.2,13.95,11.7,302,34.45,463.7,12.91,10.7,291.1,32.55,474.25,13.15,11.07,295.35,33.65,623,604,120304,3309,2804,1.31787032156036,-0.380228136882121,-5.6910569105691,-1.5744032503809,0.297176820208028,-1.02727534856952
554,5-Oct-18,Friday,480.1,13.84,11.95,309.25,34,481.8,13.85,12.14,315.85,34.65,466,13.1,11.3,287.5,32.9,469.25,13.31,11.42,296.75,33.55,406,346,99427,5942,3586,-2.31220031965904,-3.98196844477836,-4.64098073555166,-4.212299915754,-1.34128166915053,0.179901712518098
555,4-Oct-18,Thursday,483.1,13.55,11.95,315,36.5,490,13.8,12.54,317.4,37.05,469.05,13.35,11.6,302.35,33.15,483.15,13.49,11.89,310,33.85,881,249,58666,3371,4831,0.010348752975257,-0.444773906597483,-0.504625735912521,-1.61290322580645,-7.82865583456425,-2.09733312893305
556,3-Oct-18,Wednesday,503.15,13.8,11.4,325.15,38.15,505.15,14.2,12.44,327,39.15,483.1,13.55,11.25,316.45,36.6,488.45,13.89,11.8,318.65,36.8,1998,516,84407,4410,3393,-3.00951990991913,0.647948164146867,3.38983050847458,-2.03985564098541,-3.66847826086957,-1.85210565165615
557,1-Oct-18,Monday,522,13.5,11.85,340,39,522,14.05,12.04,340.2,39.2,489.15,12.45,11.1,321.95,37.55,503.4,13.79,11.93,325.85,38.8,1213,716,5892,2992,2242,-3.69487485101312,2.10297316896301,0.670578373847444,-4.34248887524934,-0.515463917525781,-1.74345800198635
558,28-Sep-18,Friday,524,14.25,12.5,359.85,38.8,524,14.35,12.7,359.9,39.1,486.3,13.35,11.7,335.45,36.3,500.75,13.55,11.9,338.25,38.45,561,410,5213,5533,4631,-4.64303544682976,-5.1660516605166,-5.04201680672269,-6.38580931263859,-0.910273081924563,0.689615710830653
559,27-Sep-18,Thursday,510.05,14.5,13.05,361,41.7,516.65,14.75,13.5,363,41.7,501,14,12.2,353.8,38.35,504.65,14.1,12.45,356.1,38.6,411,528,8510,2391,3647,-1.07004854849897,-2.83687943262412,-4.81927710843375,-1.37601797247963,-8.03108808290156,-0.622737538762371
560,26-Sep-18,Wednesday,503.1,14.6,11.8,364.4,40.75,516.4,15.1,13.25,364.95,41.8,500.9,14.4,11.5,357.3,40.25,511.2,14.65,12.9,360.9,41.45,332,1505,15175,2881,2295,1.58450704225351,0.34129692832765,8.52713178294573,-0.969797727902466,1.68878166465622,-1.01243882516793
561,25-Sep-18,Tuesday,500.3,14.25,11.9,360,41.85,512.15,14.35,12.1,363,41.85,497.55,13.8,11.2,344.05,39.6,504.35,14.1,11.55,360.1,40.5,439,496,8384,4678,3977,0.803013780113019,-1.06382978723405,-3.03030303030303,0.027770063871153,-3.33333333333334,-1.07921593267195
562,24-Sep-18,Monday,503,15.2,12.85,371,45.35,508.45,15.2,12.85,373.25,45.35,495.75,14.1,11.65,350.5,41.5,503.8,14.25,12.3,357.5,42.15,520,556,63474,6464,3160,0.158793171893611,-6.66666666666666,-4.47154471544715,-3.77622377622378,-7.59193357058127,0.823446212845875
563,21-Sep-18,Friday,519.1,15.9,14.9,367.8,45.9,521.2,15.9,15.25,377.05,46.3,493.9,14.8,12.7,356.9,39,502.1,15.15,13.2,372.4,45.35,635,401,10742,4431,5475,-3.38577972515435,-4.95049504950495,-12.8787878787879,1.23523093447905,-1.212789415656,-1.70692648013967
564,19-Sep-18,Wednesday,520,15.85,16.2,376.7,46.8,525.15,16.15,16.2,380.2,47.05,515,15.6,14.65,362,45.05,521.4,15.65,14.9,369.7,45.8,201,296,14370,2152,1620,0.268507863444568,-1.27795527156549,-8.72483221476509,-1.89342710305653,-2.18340611353712,-1.18694627812039
565,18-Sep-18,Tuesday,521.1,15.95,17.4,380,48.45,527.45,16.75,17.75,388.7,48.7,514.45,15.55,15.5,372.7,46.05,517.45,15.65,16.15,373.55,46.2,352,981,15510,2075,4048,-0.705382162527776,-1.91693290734824,-7.73993808049536,-1.72667648239861,-4.87012987012987,-0.839708393204747
566,17-Sep-18,Monday,523.15,15.8,16.45,381,46.5,528.25,16.1,17.6,390.75,48.5,515,15.5,16,377.55,45.65,524.5,15.75,17.2,382.4,47.65,261,546,10777,3794,2994,0.257387988560538,-0.317460317460322,4.36046511627907,0.366108786610873,2.41343126967471,-0.99091810364363
567,14-Sep-18,Friday,525.35,15.55,16.15,378,47,529,16.5,16.7,388.95,47,521.9,15.55,16.15,373.4,46.15,526.25,15.85,16.35,383.65,46.4,529,1192,16681,2618,1593,0.171021377672205,1.89274447949526,1.22324159021408,1.47269646813501,-1.29310344827587,-1.1767832869635
568,12-Sep-18,Wednesday,521,15.2,16.15,382,47.65,528.9,15.25,16.3,384.7,47.65,511.15,14.85,15.35,372.3,44.95,524.05,14.95,16.1,375,46.25,365,284,50932,1352,3760,0.5820055338231,-1.67224080267559,-0.310559006211162,-1.86666666666667,-3.02702702702702,0.39734170914429
569,11-Sep-18,Tuesday,526,15.4,16.95,389.9,47.8,543.8,15.65,17.15,392.55,48.15,519,15.1,16.05,378.25,45.8,520.85,15.15,16.15,379.85,46.2,857,471,7053,1689,2673,-0.988768359412494,-1.65016501650165,-4.95356037151703,-2.64578122943266,-3.46320346320345,0.454796600876614
570,10-Sep-18,Monday,522.05,15.15,17,390.6,47.05,531.5,15.35,17.6,397.5,48.65,519,14.9,16.85,382.4,46.3,526,14.95,17,388.3,47.75,231,199,7754,2413,3369,0.750950570342214,-1.33779264214048,0,-0.592325521503995,1.46596858638744,-1.61536872215717
571,7-Sep-18,Friday,514.95,15.15,17.25,372.5,46.65,533.2,15.6,17.75,395,47.75,513,15.1,17.05,369,45.65,527.85,15.25,17.25,390.8,46.95,944,222,44859,3242,3620,2.4438761011651,0.65573770491803,0,4.68270214943705,0.638977635782757,-1.12393357236677
572,6-Sep-18,Thursday,505.35,15.15,17.45,370.1,47.9,520,15.5,17.8,374.65,48.15,505.35,15.1,17.15,368.55,46.4,516.9,15.2,17.25,372.25,46.65,532,187,10487,1010,4314,2.23447475333719,0.328947368421046,-1.15942028985507,0.577568838146401,-2.67952840300107,0.196067603338585
573,5-Sep-18,Wednesday,516.4,15.7,17.5,378,50,520.95,15.7,17.9,378,50.1,505,15.05,16.35,366.95,46.85,513,15.2,17.45,372.6,47.9,520,258,14869,2050,4849,-0.662768031189079,-3.28947368421053,-0.286532951289402,-1.44927536231883,-4.38413361169103,0.21169992477017
574,4-Sep-18,Tuesday,535,16.15,18.25,384.25,51.4,540.05,16.15,18.35,384.25,51.55,516.4,15.45,17.25,375.1,49.15,518.6,15.5,17.4,377.75,49.5,527,298,11993,1254,3579,-3.16236020053991,-4.19354838709677,-4.88505747126438,-1.72071475843812,-3.83838383838384,-0.459357609530775
575,3-Sep-18,Monday,542.75,16.4,18.25,385.5,50.7,545,16.4,18.9,389.7,52.25,529,15.85,17.95,380.5,49.75,531.35,15.95,18.2,384.25,51.05,408,508,22751,1610,5728,-2.14547849816505,-2.82131661442006,-0.274725274725279,-0.325309043591412,0.68560235063662,-0.794173267305977
576,31-Aug-18,Friday,563,16.65,18.44,379.25,52.5,563,16.7,18.72,386,53,536,16.15,17.92,376,49.2,539.35,16.3,18.26,383.35,49.5,825,845,33334,2948,10835,-4.38490775933994,-2.14723926380367,-0.98576122672508,1.06951871657755,-6.06060606060606,-1.57491598046802
577,30-Aug-18,Thursday,544.9,15.1,18.45,375,49.7,562,17.55,18.92,384.9,50.4,543,15.1,18.06,375,48.85,558.5,16.45,18.56,382.6,49.85,364,3193,93940,1931,4433,2.43509400179051,8.20668693009118,0.5926724137931,1.98640878201778,0.30090270812437,-0.154663971368138
578,29-Aug-18,Wednesday,545.5,14.95,18.25,380,51.5,552.9,15.1,19,382.2,51.5,545,14.8,17.2,373.35,49.35,550.25,14.9,18.55,374.85,49.5,200,357,105446,1555,4318,0.863243980009087,-0.335570469798651,1.61725067385445,-1.37388288648792,-4.04040404040404,-0.27624637827249
579,28-Aug-18,Tuesday,551,15.5,18.9,380.15,52,553.5,15.5,18.95,385.9,52,544,14.85,18.21,374.65,50.8,547.95,14.9,18.33,376.45,51.2,228,266,39485,1761,1931,-0.556620129573858,-4.02684563758389,-3.10965630114566,-0.982866250498071,-1.56249999999999,-0.688790853378092
