Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-March-2018,622.00,628.15,621.00,625.85,623.860775704354189535,5466,202,3410023.00,1935,35.40,7.15,3.85
26-March-2018,620.00,623.45,617.55,620.10,620.298832499404336430,20985,391,13016971.00,13128,62.56,5.90,0.10
23-March-2018,619.10,623.30,615.00,618.10,618.001541623843782117,13622,350,8418417.00,6133,45.02,8.30,-1.00
22-March-2018,636.50,639.65,625.50,627.85,629.097852241333214508,11221,332,7059107.00,5270,46.97,14.15,-8.65
21-March-2018,640.50,648.30,632.60,636.45,640.055264386902599761,19271,654,12334505.00,6327,32.83,15.70,-4.05
20-March-2018,626.00,641.50,624.60,635.60,632.929130455658520190,20827,511,13182015.00,8258,39.65,16.90,9.60
19-March-2018,627.30,629.45,624.85,626.35,625.842598548194431682,10883,320,6811045.00,5311,48.80,4.60,-0.95
16-March-2018,635.00,643.20,622.00,624.35,631.949593152277290499,9463,313,5980139.00,3367,35.58,21.20,-10.65
15-March-2018,639.00,647.00,636.00,637.90,643.697152280078645271,15767,281,10149173.00,9551,60.58,11.00,-1.10
14-March-2018,630.60,639.00,628.55,637.70,634.245893641242478451,18447,441,11699934.00,7180,38.92,10.45,7.10
13-March-2018,624.70,636.65,624.15,631.50,630.913771940591628820,16294,383,10280109.00,7582,46.53,12.50,6.80
12-March-2018,620.00,629.20,619.65,624.30,623.982599600646572216,10517,343,6562425.00,4207,40.00,9.55,4.30
9-March-2018,620.85,627.95,616.00,617.55,620.944475179801840768,19883,499,12346239.00,5549,27.91,11.95,-3.30
8-March-2018,617.05,620.00,609.95,617.80,615.896515459580733366,28526,431,17569064.00,14536,50.96,10.05,0.75
7-March-2018,623.10,627.55,608.15,612.85,614.110184148946993590,19658,548,12072178.00,2978,15.15,19.40,-10.25
6-March-2018,628.40,636.70,620.10,622.30,627.000310945273631840,12864,341,8065732.00,2466,19.17,16.60,-6.10
5-March-2018,631.00,636.00,625.00,628.30,629.236548510097443863,7081,195,4455624.00,3246,45.84,11.00,-2.70
1-March-2018,636.95,645.50,635.00,637.75,640.471734892787524366,7695,283,4928430.00,1257,16.34,10.50,0.80
28-February-2018,646.90,649.50,639.00,643.05,643.372342029859749660,13262,436,8532404.00,1739,13.11,10.50,-3.85
27-February-2018,636.50,651.70,634.40,648.40,646.484553599011430336,12948,638,8370682.00,5456,42.14,17.30,11.90
26-February-2018,638.10,643.85,634.00,635.40,636.666422364150350748,9551,267,6080801.00,2340,24.50,9.85,-2.70
23-February-2018,618.00,641.90,618.00,636.95,635.558584096525657799,13758,519,8744015.00,3497,25.42,23.90,18.95
22-February-2018,623.40,629.00,615.00,619.00,623.000822436055596677,12159,308,7575067.00,3075,25.29,14.00,-4.40
21-February-2018,634.10,634.10,617.65,625.40,624.504623585726718885,18384,471,11480893.00,2890,15.72,16.45,-8.70
20-February-2018,633.50,638.65,627.45,631.70,633.001747546713267912,14878,388,9417800.00,2570,17.27,11.20,-1.80
19-February-2018,641.40,641.40,626.00,633.40,632.473818801753531417,16424,486,10387750.00,5163,31.44,15.40,-8.00
16-February-2018,644.75,649.85,634.00,641.25,640.898303891899500316,14209,427,9106524.00,2867,20.18,15.85,-3.50
15-February-2018,655.00,657.65,643.05,647.20,651.112057698823757200,20659,585,13451324.00,2964,14.35,14.60,-7.80
14-February-2018,656.90,665.10,643.20,655.60,655.637867597690345105,37235,1035,24412676.00,3898,10.47,21.90,-1.30
12-February-2018,638.10,655.05,635.30,649.50,646.947801739942001933,30001,904,19409081.00,5315,17.72,19.75,11.40
9-February-2018,599.25,641.40,599.25,638.60,626.840315013404825737,53712,1433,33668847.00,9377,17.46,42.15,39.35
8-February-2018,614.40,624.60,603.00,619.95,612.846989409984871406,33050,882,20254593.00,5604,16.96,21.60,5.55
7-February-2018,619.00,621.05,595.00,601.60,607.683687628351001831,18017,509,10948637.00,3281,18.21,26.05,-17.40
6-February-2018,602.00,615.60,590.60,601.65,604.406405874745981895,43304,1233,26173215.00,9209,21.27,25.00,-0.35
5-February-2018,608.00,622.50,604.30,618.10,613.443996670901046914,22829,640,14004313.00,5317,23.29,18.20,10.10
2-February-2018,600.00,622.00,596.25,614.35,612.605298347420209410,39635,1110,24280611.00,6174,15.58,25.75,14.35
1-February-2018,618.45,629.90,607.00,621.65,618.162067066454534328,32684,1017,20204009.00,5939,18.17,22.90,3.20
31-January-2018,612.55,625.00,609.00,615.70,618.480157260476909489,35101,847,21709272.00,8382,23.88,16.00,3.15
30-January-2018,605.85,618.00,602.55,611.95,611.034061511928715148,34790,929,21257875.00,9310,26.76,15.45,6.10
29-January-2018,624.00,625.20,603.00,605.95,611.456929359148865246,35999,1065,22011838.00,11165,31.01,22.20,-18.05
25-January-2018,628.00,635.35,616.05,618.30,625.606193200942443621,32681,814,20445436.00,8697,26.61,19.30,-9.70
24-January-2018,640.15,644.20,628.00,634.15,634.480160481444332998,24925,662,15814418.00,4167,16.72,16.20,-6.00
23-January-2018,657.90,657.90,635.45,638.70,643.276917388982459023,48686,1079,31318580.00,15099,31.01,22.45,-19.20
22-January-2018,637.05,648.50,629.35,643.60,639.399103139013452914,47276,1001,30228232.00,16456,34.81,19.15,6.55
19-January-2018,635.00,639.85,626.30,634.40,633.060077327252899771,20174,573,12771354.00,5332,26.43,13.55,-0.60
18-January-2018,651.90,651.90,628.50,633.80,638.321005682359290181,31501,874,20107750.00,10900,34.60,23.40,-18.10
17-January-2018,644.00,652.15,635.00,644.35,644.479681098438711106,63217,981,40742072.00,34329,54.30,17.15,0.35
16-January-2018,669.10,679.80,646.95,650.35,656.098516064743745118,37131,1256,24361594.00,13357,35.97,32.85,-18.75
15-January-2018,677.00,681.00,671.00,672.30,674.094137045132098623,26079,645,17579701.00,6730,25.81,10.00,-4.70
12-January-2018,679.25,685.50,670.00,676.10,677.291026093901184131,65111,1075,44099096.00,26483,40.67,15.50,-3.15
11-January-2018,672.00,684.00,671.00,676.15,676.900960963722469998,21749,575,14721919.00,6257,28.77,13.00,4.15
10-January-2018,680.20,684.55,671.70,673.00,676.474887387387387387,17760,552,12014194.00,5734,32.29,12.85,-7.20
9-January-2018,674.10,693.95,674.10,680.80,684.414905213270142180,42200,1025,28882309.00,11449,27.13,19.85,6.70
8-January-2018,665.60,681.40,665.60,678.50,676.730404906399511928,31143,747,21075415.00,7927,25.45,15.80,12.90
5-January-2018,673.90,680.60,670.00,671.70,674.300797036371800628,35632,780,24026686.00,11066,31.06,10.60,-2.20
4-January-2018,671.20,675.95,667.30,673.90,671.996519582349881985,24997,486,16797897.00,5384,21.54,8.65,2.70
3-January-2018,679.80,679.80,667.00,668.90,672.567671232876712328,27375,674,18411540.00,7210,26.34,12.80,-10.90
2-January-2018,672.00,681.35,669.00,670.90,673.726462196861626248,39256,888,26447806.00,15809,40.27,12.35,-1.10
1-January-2018,683.00,688.95,675.00,678.45,682.298890872004079551,15688,459,10703905.00,4671,29.77,13.95,-4.55
29-December-2017,685.00,688.00,677.00,681.25,682.411099872465807643,22739,580,15517346.00,7180,31.58,11.00,-3.75
28-December-2017,690.00,696.70,677.55,680.00,686.260328587075575027,45650,1090,31327784.00,9324,20.42,19.15,-10.00
27-December-2017,679.95,698.50,679.95,691.15,690.114574413426956670,75907,1737,52384527.00,21922,28.88,18.55,11.20
26-December-2017,675.00,690.00,670.35,679.85,679.310275872449308706,46507,952,31592683.00,12907,27.75,19.65,4.85
22-December-2017,679.60,686.20,676.00,679.30,681.128548858141427682,41774,848,28453464.00,9179,21.97,10.20,-0.30
21-December-2017,681.75,687.10,676.00,679.10,680.359870078218215564,30172,726,20527818.00,9732,32.26,11.10,-2.65
20-December-2017,689.05,690.15,679.45,681.00,683.399293196379538289,39332,1086,26879461.00,13967,35.51,10.70,-8.05
19-December-2017,684.05,692.40,682.95,689.45,687.350854082536117649,46307,1064,31829156.00,15102,32.61,9.45,5.40
18-December-2017,687.50,695.00,662.85,684.60,681.055369300303221008,87395,2389,59520834.00,14357,16.43,32.15,-2.90
15-December-2017,709.00,712.00,685.00,687.50,693.054664123606712278,114298,3107,79214762.00,31702,27.74,27.00,-21.50
14-December-2017,745.00,758.00,698.35,702.20,717.581149583450675355,561038,17266,402590293.00,123407,22.00,59.65,-42.80
13-December-2017,701.80,714.00,682.85,694.55,700.867631421976711014,38559,903,27024755.00,6275,16.27,31.15,-7.25
12-December-2017,721.80,722.50,695.95,700.15,709.483459357277882797,55016,1325,39032942.00,18803,34.18,26.55,-21.65
11-December-2017,689.00,720.00,675.90,714.05,710.154204231830726770,108700,2591,77193762.00,23587,21.70,44.10,25.05
8-December-2017,683.30,689.70,676.70,679.60,682.978680821441002436,11492,349,7848791.00,2930,25.50,13.00,-3.70
7-December-2017,666.90,689.20,665.35,683.75,676.613930077540470684,14702,450,9947578.00,3781,25.72,23.85,16.85
6-December-2017,678.00,681.00,659.70,665.45,671.370480968307055263,25116,636,16862141.00,5340,21.26,21.30,-12.55
5-December-2017,669.45,675.00,659.55,670.15,667.314058859066194873,11587,335,7732168.00,1466,12.65,15.45,0.70
4-December-2017,683.45,685.00,663.00,668.50,669.949665486029122392,25410,714,17023421.00,5729,22.55,22.00,-14.95
1-December-2017,685.00,694.00,675.75,679.65,687.303871916353537003,6121,197,4206987.00,1921,31.38,18.25,-5.35
30-November-2017,682.00,694.00,682.00,687.40,689.247995606809445359,18210,373,12551206.00,5620,30.86,12.00,5.40
29-November-2017,693.65,695.20,680.00,688.50,690.788613820121697090,11997,368,8287391.00,2042,17.02,15.20,-5.15
28-November-2017,690.30,698.70,689.00,690.00,694.208224398457925289,22567,478,15666197.00,2610,11.57,9.70,-0.30
27-November-2017,693.40,697.00,689.05,691.05,691.804526404023470243,11930,310,8253228.00,2943,24.67,7.95,-2.35
24-November-2017,691.00,700.10,690.65,693.25,694.324128737383355551,10502,298,7291792.00,2608,24.83,9.45,2.25
23-November-2017,696.05,700.10,687.10,698.00,693.840723270440251572,12720,333,8825654.00,1981,15.57,13.00,1.95
22-November-2017,700.45,704.25,690.00,694.25,698.517450315075133301,16504,398,11528332.00,3141,19.03,14.25,-6.20
21-November-2017,710.70,716.70,693.90,698.65,707.776887324751831379,52283,1117,37004699.00,9866,18.87,22.80,-12.05
20-November-2017,711.95,711.95,702.00,705.45,704.720338130220388447,9937,275,7002806.00,2721,27.38,9.95,-6.50
17-November-2017,669.95,714.50,669.95,701.00,707.395612598728568676,41528,952,29376725.00,12466,30.02,44.55,31.05
16-November-2017,686.50,699.60,685.05,694.25,691.656160653505786249,14690,375,10160429.00,2720,18.52,14.55,7.75
15-November-2017,696.15,699.50,673.30,681.30,685.926042900381629161,15198,436,10424704.00,2329,15.32,26.20,-14.85
14-November-2017,693.90,709.90,692.60,695.25,701.625009918273426961,37809,778,26527740.00,9467,25.04,17.30,1.35
13-November-2017,699.55,712.00,688.20,693.90,702.180574139399099866,32884,887,23090506.00,3755,11.42,23.80,-5.65
10-November-2017,693.00,710.70,688.20,701.10,702.774675504593022016,46919,1028,32973485.00,14461,30.82,22.50,8.10
9-November-2017,670.00,696.50,670.00,693.10,689.989888223092878543,34712,842,23950929.00,7128,20.53,26.50,23.10
8-November-2017,673.65,685.00,671.65,677.05,677.138285548798146539,20718,436,14028951.00,6015,29.03,13.35,3.40
7-November-2017,693.00,693.00,666.30,671.35,673.800746227098067605,53871,1305,36298320.00,13219,24.54,26.70,-21.65
6-November-2017,688.10,695.00,683.35,688.60,689.226677358994921144,18705,544,12891985.00,4007,21.42,11.65,0.50
3-November-2017,685.65,696.00,684.00,689.50,690.165777004738199484,50019,1212,34521402.00,11265,22.52,12.00,3.85
2-November-2017,694.60,701.75,676.80,680.80,687.425605839928404723,56987,1316,39174323.00,9080,15.93,24.95,-13.80
1-November-2017,710.00,720.00,688.50,692.70,700.647217580515249510,166366,3975,116563875.00,24089,14.48,31.50,-17.30
31-October-2017,660.00,696.40,658.10,685.45,677.459584725798498876,91265,2080,61828349.00,13453,14.74,38.30,25.45
30-October-2017,660.00,671.00,649.15,659.50,656.830443927467414512,62758,1378,41221365.00,9196,14.65,21.85,-0.50
27-October-2017,667.25,672.30,652.10,656.95,662.239151502099709271,74296,1868,49201720.00,16158,21.75,20.20,-10.30
26-October-2017,704.00,704.00,670.00,677.90,680.357327062093293603,74839,2279,50917262.00,11131,14.87,34.00,-26.10
25-October-2017,735.00,735.10,696.00,712.05,712.847327735572437691,45018,1346,32090961.00,7531,16.73,39.10,-22.95
24-October-2017,721.50,735.00,715.00,729.65,727.011168912942446366,66703,1545,48493826.00,24153,36.21,20.00,8.15
23-October-2017,694.00,727.95,694.00,718.40,719.882180040106584622,36403,1088,26205871.00,8445,23.20,33.95,24.40
19-October-2017,714.75,714.75,696.70,701.45,704.557560529922338967,4378,116,3084553.00,1699,38.81,18.05,-13.30
18-October-2017,720.00,726.00,706.50,710.45,716.595763323368724873,19402,1002,13903391.00,4990,25.72,19.50,-9.55
17-October-2017,722.00,729.20,715.40,724.85,722.956397055502867723,44286,1270,32016847.00,11786,26.61,13.80,2.85
16-October-2017,686.00,721.00,686.00,718.65,709.460466784374310306,72496,1954,51433046.00,15743,21.72,35.00,32.65
13-October-2017,701.00,703.50,687.85,689.95,693.862667163499358257,48306,1374,33517730.00,6850,14.18,15.65,-11.05
12-October-2017,678.05,689.90,663.60,687.60,675.405888131455958086,33593,1052,22688910.00,4167,12.40,26.30,9.55
11-October-2017,691.25,692.00,670.75,673.45,678.822283782514790121,42596,1245,28915114.00,9409,22.09,21.25,-17.80
10-October-2017,691.80,697.65,686.00,690.55,691.160284649271433412,14755,522,10198070.00,2206,14.95,11.65,-1.25
9-October-2017,708.05,709.95,684.10,689.90,693.548005045067216291,32507,746,22545165.00,6632,20.40,25.85,-18.15
6-October-2017,700.00,712.45,700.00,707.80,707.808835608835608835,45045,1221,31883249.00,14137,31.38,12.45,7.80
5-October-2017,694.00,702.00,692.00,698.20,698.670006680026720106,17964,446,12550908.00,3330,18.54,10.00,4.20
4-October-2017,687.00,698.40,687.00,691.45,693.922568093385214007,12850,344,8916905.00,3056,23.78,11.40,4.45
3-October-2017,692.15,699.70,687.35,692.55,693.949462312549329123,40544,1069,28135487.00,10032,24.74,12.35,0.40
29-September-2017,675.40,688.45,673.90,684.35,682.662514638560630256,18786,514,12824498.00,3646,19.41,14.55,8.95
28-September-2017,661.00,683.40,661.00,673.05,675.211781851652987650,26074,797,17605472.00,4591,17.61,22.40,12.05
27-September-2017,682.00,695.00,665.00,667.60,681.987230234399201459,29053,771,19813775.00,5040,17.35,30.00,-14.40
26-September-2017,680.00,703.70,680.00,689.05,692.627556298241425956,25134,723,17408501.00,3757,14.95,23.70,9.05
25-September-2017,679.35,697.05,676.90,686.60,685.041119802387813915,60725,1651,41599122.00,9297,15.31,20.15,7.25
22-September-2017,697.10,700.40,677.20,681.15,687.037652494629757224,24673,759,16951280.00,5522,22.38,23.20,-15.95
21-September-2017,694.85,709.70,685.65,703.95,701.659825253527603649,41317,1303,28990479.00,4668,11.30,24.05,9.10
20-September-2017,705.00,705.95,693.05,694.95,698.628284350665661893,19905,603,13906196.00,4124,20.72,12.90,-10.05
19-September-2017,720.00,720.00,703.45,706.40,710.024295764618758722,35109,941,24928243.00,6410,18.26,16.55,-13.60
18-September-2017,710.15,720.00,704.00,709.25,710.216537943739814355,42339,1041,30069858.00,11769,27.80,16.00,-0.90
15-September-2017,712.00,729.80,702.00,707.50,716.173642145960215344,192436,5355,137817591.00,26819,13.94,27.80,-4.50
14-September-2017,699.00,725.00,688.00,705.30,709.884614615748545688,150071,4338,106533094.00,21146,14.09,37.00,6.30
13-September-2017,702.00,704.40,677.65,683.45,694.420003456818574638,52071,1418,36159144.00,8824,16.95,26.75,-18.55
12-September-2017,680.40,701.90,679.55,698.45,693.012452964146254881,70425,1862,48805402.00,16595,23.56,22.35,18.05
11-September-2017,652.05,681.25,652.05,676.20,671.667435334648403856,35993,1087,24175326.00,7103,19.73,29.20,24.15
8-September-2017,669.80,672.95,660.75,663.40,665.844367488286820126,14727,978,9805890.00,4290,29.13,12.20,-6.40
7-September-2017,661.40,673.90,658.30,668.25,669.646035108958837772,26432,926,17700084.00,5195,19.65,15.60,6.85
6-September-2017,656.05,664.95,652.05,659.35,658.591642715012160070,13569,1018,8936430.00,4147,30.56,12.90,3.30
5-September-2017,653.55,662.10,650.95,660.05,657.510776239705624671,11414,372,7504828.00,1554,13.61,11.15,6.50
4-September-2017,670.00,670.00,645.30,653.55,657.195193059802318139,28126,756,18484272.00,3519,12.51,24.70,-16.45
1-September-2017,654.10,669.95,652.60,668.20,664.386469135802469135,20250,719,13453826.00,5998,29.62,17.35,14.10
31-August-2017,647.00,665.00,640.00,653.10,653.314134408098228512,42676,1179,27880834.00,,,25.00,6.10
30-August-2017,669.90,669.90,648.05,653.70,653.188612099644128113,44398,958,29000268.00,1810,4.08,21.85,-16.20
29-August-2017,659.00,663.15,642.00,648.05,653.976676737160120845,74475,1696,48704913.00,10118,13.59,21.15,-10.95
28-August-2017,645.70,670.00,640.10,665.15,657.210622206215706628,47203,1368,31022313.00,7517,15.92,29.90,19.45
24-August-2017,637.80,646.90,634.90,642.10,641.611635020650963476,70941,1702,45516571.00,8293,11.69,12.00,4.30
23-August-2017,617.00,640.95,617.00,637.80,630.713523781690655366,41061,989,25897728.00,7487,18.23,23.95,20.80
22-August-2017,632.00,639.35,611.00,614.20,625.699424906517726132,84508,1876,52876607.00,11589,13.71,28.35,-17.80
21-August-2017,645.00,651.15,627.00,631.45,641.506840435331445532,58622,626,37606414.00,33214,56.66,24.15,-13.55
18-August-2017,633.85,655.70,631.05,640.25,643.366859016218665458,75037,1454,48276319.00,21279,28.36,24.65,6.40
17-August-2017,629.45,644.50,626.05,641.75,637.011354937484052054,62704,1318,39943160.00,5105,8.14,18.45,12.30
16-August-2017,640.00,646.40,621.35,628.10,632.955856681294304865,103685,2088,65628028.00,13488,13.01,25.05,-11.90
14-August-2017,596.75,641.15,596.75,629.15,617.065789158502407358,83494,2031,51521291.00,8100,9.70,44.40,32.40
11-August-2017,589.65,614.50,574.00,582.90,596.333718132549153036,82294,2293,49074687.00,13429,16.32,40.50,-6.75
10-August-2017,610.00,610.00,570.45,589.65,588.770955180575704359,65485,1772,38555666.00,13913,21.25,39.55,-20.35
9-August-2017,622.25,630.70,601.50,608.40,616.713027389049592161,38373,1128,23665129.00,9748,25.40,29.20,-13.85
8-August-2017,654.10,657.15,624.00,629.10,636.922036214554151007,29270,1003,18642708.00,4545,15.53,33.15,-25.00
7-August-2017,648.40,658.80,641.25,652.50,651.620796211573962597,24918,837,16237087.00,4901,19.67,17.55,4.10
4-August-2017,640.00,646.00,625.00,641.25,634.106693444629240279,31867,1246,20207078.00,3322,10.42,21.00,1.25
3-August-2017,656.70,659.45,632.55,638.55,645.137888198757763975,29785,1169,19215432.00,5047,16.94,26.90,-18.15
2-August-2017,659.25,666.00,656.15,660.20,660.042676150255612358,13497,399,8908596.00,2477,18.35,9.85,0.95
1-August-2017,670.00,675.00,655.10,657.55,661.183271506800918565,22644,676,14971834.00,7049,31.13,19.90,-12.45
31-July-2017,682.85,682.85,668.00,669.90,672.666836275392383263,25549,686,17185965.00,2836,11.10,14.85,-12.95
28-July-2017,675.80,682.60,668.60,673.75,675.873966782541521823,25890,636,17498377.00,4430,17.11,14.00,-2.05
27-July-2017,679.50,683.20,670.00,674.40,675.345217549277863566,44036,1263,29739502.00,5287,12.01,13.20,-5.10
26-July-2017,670.95,681.55,668.50,679.60,678.649913743530764807,43475,949,29504305.00,9842,22.64,13.05,8.65
25-July-2017,655.00,678.55,650.35,671.50,668.316045885567341690,99552,2466,66532199.00,13119,13.18,28.20,16.50
24-July-2017,656.00,658.00,639.30,647.60,648.685951635234497869,74393,1315,48257694.00,25438,34.19,18.70,-8.40
21-July-2017,663.40,672.55,651.90,656.05,660.055814973831834278,31909,868,21061721.00,5622,17.62,20.65,-7.35
20-July-2017,675.10,677.05,666.00,667.35,670.242589613970588235,17408,446,11667583.00,4723,27.13,11.05,-7.75
19-July-2017,670.00,677.80,663.10,675.00,673.299259605122732123,29984,777,20188205.00,5499,18.34,14.70,5.00
18-July-2017,660.00,673.00,659.70,663.35,665.005394420838721596,27065,766,17998371.00,5277,19.50,13.30,3.35
17-July-2017,671.15,673.75,661.90,663.90,667.185936871155062381,17393,585,11604365.00,4167,23.96,11.85,-7.25
14-July-2017,664.95,676.55,655.70,669.20,668.575962248115760517,44713,1287,29894037.00,9367,20.95,20.85,4.25
13-July-2017,671.10,674.40,655.60,658.60,662.464040568178634466,35693,1588,23645329.00,9450,26.48,18.80,-12.50
12-July-2017,652.00,668.05,650.00,665.70,662.035971816681477719,157540,2103,104297147.00,59203,37.58,18.05,13.70
11-July-2017,673.55,674.45,650.65,653.45,661.805123282134195634,39584,1854,26196894.00,12205,30.83,23.80,-20.10
10-July-2017,667.00,683.15,665.00,669.35,672.141949927193652056,311786,5812,209564450.00,171671,55.06,18.15,2.35
7-July-2017,689.45,689.45,665.00,667.95,672.991397671581298207,48359,1410,32545191.00,7787,16.10,24.45,-21.50
6-July-2017,677.55,685.25,671.00,675.65,678.647253083273876261,49055,1260,33291041.00,7122,14.52,14.25,-1.90
5-July-2017,690.00,697.75,674.25,676.85,680.920686721831258216,64655,1685,44024927.00,13459,20.82,23.50,-13.15
4-July-2017,718.95,721.00,687.55,690.00,698.158446735170633688,61213,1749,42736373.00,16823,27.48,33.45,-28.95
3-July-2017,722.00,723.00,714.00,718.05,717.816101305962364918,47934,1559,34407797.00,18620,38.85,9.00,-3.95
30-June-2017,716.00,724.00,709.85,722.00,717.888154213926046487,19661,661,14114399.00,3476,17.68,14.15,6.00
29-June-2017,721.35,726.50,710.00,715.75,718.256411860377830601,31972,931,22964094.00,4094,12.80,16.50,-5.60
28-June-2017,725.00,725.00,711.30,719.30,718.840165475742760436,29249,813,21025356.00,4213,14.40,13.70,-5.70
27-June-2017,727.50,730.45,703.60,723.05,716.147136546501538218,50708,1443,36314389.00,4846,9.56,26.85,-4.45
23-June-2017,753.90,755.80,711.05,723.30,725.824793091444036429,89049,2410,64633972.00,8276,9.29,44.75,-30.60
22-June-2017,755.00,765.50,747.55,751.90,756.928452760301767573,36717,1174,27792142.00,6466,17.61,17.95,-3.10
21-June-2017,748.95,760.65,747.45,752.50,754.418264724965755893,55484,1693,41858143.00,8657,15.60,13.20,3.55
20-June-2017,740.00,750.00,735.75,745.90,743.791045817775761594,57314,1537,42629640.00,13678,23.87,14.25,5.90
19-June-2017,741.60,745.00,730.25,735.05,736.013373403456048084,33275,950,24490845.00,3933,11.82,14.75,-6.55
16-June-2017,739.90,748.20,733.00,736.55,739.853688533133220770,47973,1274,35493001.00,9410,19.62,15.20,-3.35
15-June-2017,747.00,751.95,741.00,745.20,745.622052016751157152,90740,1714,67657745.00,44810,49.38,10.95,-1.80
14-June-2017,751.00,759.00,745.30,748.25,750.566214405618098655,129866,1367,97473032.00,13738,10.58,13.70,-2.75
13-June-2017,735.00,757.50,733.55,751.45,746.672408376396156304,92307,2648,68923090.00,22519,24.40,23.95,16.45
12-June-2017,765.60,765.60,731.90,733.60,743.868610157057587782,119956,3186,89231503.00,32926,27.45,33.70,-32.00
9-June-2017,735.85,774.35,729.40,766.50,762.924865913226702423,417640,9850,318627941.00,114702,27.46,44.95,30.65
8-June-2017,736.80,744.90,719.80,739.10,737.608097177687263483,69234,2073,51067559.00,19464,28.11,25.10,2.30
7-June-2017,735.00,767.35,718.30,730.00,744.052274435537714100,238147,5679,177193817.00,40703,17.09,49.05,-5.00
6-June-2017,747.00,750.95,735.90,741.60,739.456904765012202920,153242,1477,113315855.00,109359,71.36,15.05,-5.40
5-June-2017,740.00,746.35,735.00,741.05,740.762401613400184868,71402,1624,52891917.00,24525,34.35,11.35,1.05
2-June-2017,733.80,740.25,722.00,735.30,732.581593772645456883,42779,1340,31339108.00,9157,21.41,18.25,1.50
1-June-2017,730.00,736.80,718.95,722.85,724.031956789690453046,199582,1414,144503746.00,16395,8.21,17.85,-7.15
31-May-2017,702.00,734.00,700.80,723.10,721.112959661979269822,212058,2438,152917772.00,25617,12.08,33.20,21.10
30-May-2017,700.00,710.40,694.55,701.15,703.014588545873638172,101518,1628,71368635.00,54518,53.70,15.85,1.15
29-May-2017,653.90,716.30,645.05,704.85,694.528348905879570961,164927,4656,114546477.00,17068,10.35,71.25,50.95
26-May-2017,653.55,664.50,652.60,655.50,657.957929394549112858,21868,629,14388224.00,4119,18.84,11.90,1.95
25-May-2017,651.40,663.75,650.00,654.10,657.964651342476337647,20708,596,13625132.00,1919,9.27,13.75,2.70
24-May-2017,668.75,674.95,642.00,647.80,659.418805944941732815,47368,1194,31235350.00,3186,6.73,32.95,-20.95
23-May-2017,664.05,673.20,647.55,669.60,658.378463569952931655,46953,1106,30912844.00,6946,14.79,25.65,5.55
22-May-2017,674.50,682.00,665.50,670.95,674.036737200602981408,17911,438,12072672.00,3443,19.22,16.50,-3.55
19-May-2017,673.00,680.00,662.40,674.30,672.250926727871124198,28865,747,19404523.00,3883,13.45,17.60,1.30
18-May-2017,667.05,688.50,663.90,673.40,675.482618967262909213,23704,823,16011640.00,4534,19.13,24.60,6.35
17-May-2017,676.25,680.00,671.00,673.45,674.402292263610315186,12215,335,8237824.00,3631,29.73,9.00,-2.80
16-May-2017,683.80,693.00,676.05,678.45,682.597395591107803925,53755,1226,36693023.00,18591,34.58,16.95,-5.35
15-May-2017,677.10,689.90,672.15,687.85,684.780813705555521220,323606,1634,221599180.00,276102,85.32,17.75,10.75
12-May-2017,662.75,677.25,660.35,671.75,671.473400321893079298,45978,1374,30873004.00,7963,17.32,16.90,9.00
11-May-2017,665.00,669.60,659.25,663.95,663.768399916914768399,28886,972,19173614.00,4345,15.04,10.35,-1.05
10-May-2017,652.90,667.00,644.50,660.65,657.821698312236286919,94800,1371,62361497.00,9459,9.98,22.50,7.75
9-May-2017,651.25,659.70,647.00,653.20,653.347441187881352943,56706,1289,37048720.00,12754,22.49,12.70,1.95
8-May-2017,638.00,660.65,636.00,653.80,647.914627364866236143,246367,5740,159624783.00,90790,36.85,24.65,15.80
5-May-2017,698.00,698.00,626.00,640.75,649.597831943450394447,621755,15930,403890700.00,107238,17.25,72.00,-57.25
4-May-2017,701.05,716.00,700.25,704.70,707.020719465021220616,63853,1665,45145394.00,14531,22.76,15.75,3.65
3-May-2017,717.60,723.45,706.60,708.75,712.175638960351999230,41591,1145,29620097.00,14491,34.84,16.85,-8.85
2-May-2017,725.00,728.25,706.00,714.50,715.966526101945333661,64976,1454,46520641.00,22587,34.76,22.25,-10.50
28-April-2017,734.00,734.00,718.95,721.85,723.729680550966987725,196745,2077,142390196.00,23146,11.76,15.05,-12.15
27-April-2017,717.25,728.00,716.00,721.80,722.869173501143377864,58161,1370,42042794.00,13068,22.47,12.00,4.55
26-April-2017,725.95,725.95,711.90,716.65,719.866080282843961540,46386,1173,33391708.00,7796,16.81,14.05,-9.30
25-April-2017,749.00,749.00,708.55,713.15,716.602399181674467623,32261,987,23118310.00,5889,18.25,40.45,-35.85
24-April-2017,708.00,711.00,691.10,706.40,700.912209196747442545,49561,1834,34737910.00,8214,16.57,19.90,-1.60
21-April-2017,714.10,716.70,704.00,705.40,709.163243102097658629,22978,712,16295153.00,5909,25.72,12.70,-8.70
20-April-2017,711.50,725.20,706.00,711.80,713.712761251796970032,36172,1094,25816418.00,6395,17.68,19.20,0.30
19-April-2017,712.50,717.60,707.70,710.00,710.698773580003118016,38486,736,27351953.00,22953,59.64,9.90,-2.50
