Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-December-2012,237.00,241.95,233.10,235.50,237.952801058667842964,38539,1074,9170463.00,13417,34.81,8.85,-1.50
28-December-2012,225.00,238.15,223.05,236.60,233.097185534958741438,85558,1972,19943329.00,18658,21.81,15.10,11.60
27-December-2012,225.00,226.80,220.00,222.95,223.148677526712208793,57090,764,12739558.00,41534,72.75,6.80,-2.05
26-December-2012,222.50,225.05,222.25,224.90,224.302694372638695565,20116,424,4512073.00,16232,80.69,2.80,2.40
24-December-2012,224.15,225.35,220.95,222.95,224.239153619726120899,117205,441,26281950.00,104464,89.13,4.40,-1.20
21-December-2012,225.70,226.20,223.50,224.05,224.907772377635758294,26131,422,5877065.00,15516,59.38,2.70,-1.65
20-December-2012,227.40,228.75,225.00,225.70,226.467213114754098360,10614,299,2403723.00,4181,39.39,3.75,-1.70
19-December-2012,228.10,232.65,226.10,226.80,228.613577543300816245,25115,694,5741630.00,5796,23.08,6.55,-1.30
18-December-2012,223.50,228.40,222.85,227.40,226.046577457539886773,19430,586,4392085.00,6837,35.19,5.55,3.90
17-December-2012,225.20,226.85,222.50,223.40,224.756311215340046903,14498,443,3258517.00,8205,56.59,4.35,-1.80
14-December-2012,223.00,225.75,221.45,224.45,223.642260246717071229,15078,428,3372078.00,5737,38.05,4.30,1.45
13-December-2012,228.50,228.80,223.15,223.80,225.685001502855425308,16635,440,3754270.00,8199,49.29,5.65,-4.70
12-December-2012,230.10,232.00,227.15,228.20,229.482072691552062868,16288,491,3737804.00,5311,32.61,4.85,-1.90
11-December-2012,233.00,234.90,226.05,229.05,230.623550328227571115,36560,917,8431597.00,19652,53.75,8.85,-3.95
10-December-2012,235.50,237.00,231.50,232.65,234.607930100387741010,37654,849,8833927.00,15157,40.25,5.50,-2.85
7-December-2012,233.50,233.90,230.00,232.90,232.477091633466135458,32128,589,7469024.00,12801,39.84,3.90,-0.60
6-December-2012,229.70,231.00,227.30,229.40,229.093514659647583534,13677,356,3133312.00,4268,31.21,3.70,-0.30
5-December-2012,230.80,232.90,229.00,229.25,231.336901049050184292,14108,535,3263701.00,6859,48.62,3.90,-1.55
4-December-2012,229.75,232.00,227.05,229.70,229.163111831442463533,15425,615,3534841.00,8027,52.04,4.95,-0.05
3-December-2012,237.00,237.00,229.05,229.75,232.191405030896947756,32042,1332,7439877.00,21452,66.95,7.95,-7.25
30-November-2012,238.80,240.75,234.00,238.55,238.666958722741433021,20544,671,4903174.00,8177,39.80,6.75,-0.25
29-November-2012,239.40,239.85,231.55,235.85,236.200573448022937920,14997,615,3542300.00,4082,27.22,8.30,-3.55
27-November-2012,228.15,239.00,228.15,237.25,235.080895542983303435,28988,842,6814525.00,10956,37.79,10.85,9.10
26-November-2012,226.55,232.00,226.55,228.70,229.795146077754773406,8694,349,1997839.00,3734,42.95,5.45,2.15
23-November-2012,230.25,231.85,227.00,229.85,229.511280214861235452,11170,327,2563641.00,4566,40.88,4.85,-0.40
22-November-2012,227.00,233.60,224.50,229.90,231.016356028908330163,18403,638,4251394.00,2814,15.29,9.10,2.90
21-November-2012,226.05,229.00,224.30,227.45,226.476304125468803273,8799,447,1992765.00,3601,40.93,4.70,1.40
20-November-2012,235.20,235.20,227.65,228.90,231.694280078895463510,8112,420,1879504.00,3215,39.63,7.55,-6.30
19-November-2012,230.00,237.40,230.00,233.05,234.348139489577245275,5133,297,1202909.00,989,19.27,7.40,3.05
16-November-2012,236.75,239.00,232.15,233.00,235.539709649871904355,5855,306,1379085.00,2466,42.12,6.85,-3.75
15-November-2012,236.75,238.95,234.20,236.25,236.702905951165165722,21542,470,5099054.00,5523,25.64,4.75,-0.50
13-November-2012,240.00,240.00,237.00,237.55,237.721268163804491413,1514,71,359910.00,767,50.66,3.00,-2.45
12-November-2012,239.50,239.50,235.95,237.15,237.981307062345486458,214787,286,51115291.00,1008,0.47,3.55,-2.35
9-November-2012,246.20,246.20,237.40,239.40,242.463392588128954504,9957,483,2414208.00,3124,31.37,8.80,-6.80
8-November-2012,249.00,251.00,244.00,245.50,247.281195079086115992,15363,485,3798981.00,3120,20.31,7.00,-3.50
7-November-2012,248.80,251.45,235.15,249.15,247.562129537489724397,46226,1604,11443807.00,6566,14.20,16.30,0.35
6-November-2012,254.60,256.15,249.05,251.75,252.708827164982185704,27506,1008,6951009.00,6668,24.24,7.10,-2.85
5-November-2012,251.20,255.05,248.00,252.70,252.023697933857020265,15149,458,3817907.00,3805,25.12,7.05,1.50
2-November-2012,250.00,251.45,246.00,250.80,250.061128870885087483,40979,444,10247255.00,30592,74.65,5.45,0.80
1-November-2012,241.00,249.85,241.00,247.55,247.540500024179118912,20679,542,5118890.00,7678,37.13,8.85,6.55
31-October-2012,242.00,244.45,240.55,242.75,242.458345774858166616,3349,120,811993.00,2410,71.96,3.90,0.75
30-October-2012,244.00,246.00,241.00,242.10,243.396336858006042296,5296,168,1289027.00,4072,76.89,5.00,-1.90
29-October-2012,247.90,247.90,243.35,244.10,244.730414746543778801,4774,243,1168343.00,1818,38.08,4.55,-3.80
26-October-2012,248.00,248.50,243.00,245.15,245.476591075347476225,5468,206,1342266.00,2205,40.33,5.50,-2.85
25-October-2012,248.00,251.40,245.10,246.20,246.520506438697110702,9241,474,2278096.00,5266,56.99,6.30,-1.80
23-October-2012,253.00,253.45,248.35,249.30,251.728602082174362234,12583,376,3167501.00,3186,25.32,5.10,-3.70
22-October-2012,250.00,254.00,250.00,251.50,252.333235351753870272,30618,847,7725939.00,8081,26.39,4.00,1.50
19-October-2012,249.50,252.90,247.70,249.30,249.748877929849836537,18047,701,4507218.00,6092,33.76,5.20,-0.20
18-October-2012,245.00,250.30,244.00,248.45,248.176257082152974504,11296,318,2803399.00,4583,40.57,6.30,3.45
17-October-2012,248.35,248.35,242.00,243.85,243.726211531659002476,5654,225,1378028.00,1490,26.35,6.35,-4.50
16-October-2012,245.55,247.95,242.80,244.10,246.160082023239917976,7315,262,1800661.00,2333,31.89,5.15,-1.45
15-October-2012,246.45,248.00,242.00,245.55,246.071957554990604620,9047,246,2226213.00,4225,46.70,6.00,-0.90
12-October-2012,244.00,249.80,244.00,245.70,247.758911735655921702,22274,514,5518582.00,6823,30.63,5.80,1.70
11-October-2012,243.45,250.00,242.55,246.35,245.225888324873096446,4334,257,1062809.00,1180,27.23,7.45,2.90
10-October-2012,247.00,247.90,242.50,243.75,244.703217267358990022,9822,306,2403475.00,5424,55.22,5.40,-3.25
9-October-2012,252.30,254.65,247.00,248.20,251.233129968570900351,10818,391,2717840.00,4020,37.16,7.65,-4.10
8-October-2012,247.00,255.70,247.00,251.95,251.707359678323061204,30341,840,7637053.00,6724,22.16,8.70,4.95
5-October-2012,253.80,256.25,246.00,248.25,250.122258936617602883,16645,403,4163285.00,6941,41.70,10.25,-5.55
4-October-2012,253.80,256.20,249.50,253.85,252.724568944222123412,20241,509,5115398.00,8772,43.34,6.70,0.05
3-October-2012,242.50,252.80,240.10,251.00,249.349164447709117620,43564,1221,10862647.00,15295,35.11,12.70,8.50
1-October-2012,242.00,245.10,241.50,243.75,243.298785723046731264,8153,279,1983615.00,1560,19.13,3.60,1.75
28-September-2012,245.95,255.50,242.20,243.40,245.369944097336402499,6082,273,1492340.00,2978,48.96,13.30,-2.55
27-September-2012,250.00,250.00,242.35,243.70,246.296438410074773711,10164,338,2503357.00,5197,51.13,7.65,-6.30
26-September-2012,244.50,249.45,242.50,246.55,247.000483014007406214,12422,458,3068240.00,5518,44.42,6.95,2.05
25-September-2012,246.05,247.40,243.00,245.50,245.080671160609613130,13648,376,3344861.00,6683,48.97,4.40,-0.55
24-September-2012,245.55,251.95,244.50,245.70,247.537506505092558174,13451,486,3329627.00,4945,36.76,7.45,0.15
21-September-2012,249.00,253.00,245.60,247.25,248.852325857833425786,25238,783,6280535.00,7330,29.04,7.40,-1.75
20-September-2012,247.25,257.00,246.55,248.20,252.930825013442618186,68811,2010,17404423.00,18056,26.24,10.45,0.95
18-September-2012,243.15,250.00,243.10,248.30,246.897496802484926000,21892,1179,5405080.00,9477,43.29,6.90,5.15
17-September-2012,238.00,242.90,238.00,241.80,240.624384236453201970,7308,259,1758483.00,4980,68.14,4.90,3.80
14-September-2012,239.95,242.00,236.00,236.95,237.238188494492044063,12255,292,2907354.00,7532,61.46,6.00,-3.00
13-September-2012,242.50,242.50,236.55,237.10,239.215189873417721518,11218,373,2683516.00,4576,40.79,5.95,-5.40
12-September-2012,242.10,246.00,239.65,240.75,242.873034573383479088,22069,532,5359965.00,6680,30.27,6.35,-1.35
11-September-2012,232.40,242.00,231.20,240.70,239.897853736089030206,25160,818,6035830.00,6410,25.48,10.80,8.30
10-September-2012,231.00,235.50,230.60,231.55,232.922511735492210354,14699,427,3423728.00,8882,60.43,4.90,0.55
8-September-2012,229.50,232.50,229.35,230.20,231.340248962655601659,241,21,55753.00,131,54.36,3.15,0.70
7-September-2012,233.00,233.00,229.75,230.30,230.972327147314830021,12178,382,2812781.00,4187,34.38,3.25,-2.70
6-September-2012,224.00,229.05,224.00,228.00,226.765821835632873425,13336,549,3024149.00,3936,29.51,5.05,4.00
5-September-2012,225.00,232.00,224.00,224.85,226.771636429498596311,33127,631,7512264.00,20579,62.12,8.00,-0.15
4-September-2012,227.50,228.00,225.00,226.20,226.717683759017352310,5129,207,1162835.00,2112,41.18,3.00,-1.30
3-September-2012,227.00,229.95,227.00,227.45,228.299938662850132897,9782,253,2233230.00,4636,47.39,2.95,0.45
31-August-2012,234.10,234.10,227.50,229.85,229.850826044703595724,8232,358,1892132.00,4094,49.73,6.60,-4.25
30-August-2012,226.00,232.50,226.00,231.40,229.602539464653397391,14570,404,3345309.00,7068,48.51,6.50,5.40
29-August-2012,227.80,230.50,225.60,228.65,227.908633696563285834,15509,433,3534635.00,9427,60.78,4.90,0.85
28-August-2012,227.20,229.00,226.00,227.10,226.954504826599928494,11188,190,2539167.00,6765,60.47,3.00,-0.10
27-August-2012,231.85,234.05,227.45,228.50,230.427341828750279454,8946,271,2061403.00,4981,55.68,6.60,-3.35
24-August-2012,236.00,238.95,230.45,231.65,232.521165729041778105,21686,332,5042454.00,10119,46.66,8.50,-4.35
23-August-2012,233.00,235.50,232.10,233.80,233.193581602883130255,17481,415,4076457.00,9178,52.50,3.40,0.80
22-August-2012,236.20,236.20,233.00,233.60,234.566442073741343814,10686,186,2506577.00,7482,70.02,3.20,-2.60
21-August-2012,234.45,239.95,231.10,236.50,235.758661887694145758,7533,229,1775970.00,2051,27.23,8.85,2.05
17-August-2012,238.00,238.40,233.55,234.45,235.690865994156882200,18141,365,4275668.00,12538,69.11,4.85,-3.55
16-August-2012,237.00,242.10,235.20,236.55,238.521874804967858703,16023,344,3821836.00,8287,51.72,6.90,-0.45
14-August-2012,238.90,240.95,235.55,236.75,237.371118868271173984,10886,348,2584022.00,4836,44.42,5.40,-2.15
13-August-2012,237.70,241.00,236.00,236.70,238.060340456356392611,13805,251,3286423.00,9761,70.71,5.00,-1.00
10-August-2012,239.90,242.55,234.75,237.10,237.827380952380952380,10248,414,2437255.00,3212,31.34,7.80,-2.80
9-August-2012,239.00,244.80,232.60,239.15,237.529976985040276179,17380,407,4128271.00,9440,54.32,12.20,0.15
8-August-2012,244.55,245.75,239.05,239.90,241.095680114244912531,11204,257,2701236.00,7183,64.11,6.70,-4.65
7-August-2012,244.40,245.50,242.00,243.05,243.949109978580397370,13539,393,3302827.00,7348,54.27,3.50,-1.35
6-August-2012,247.00,247.20,241.50,242.50,243.921229146362437654,17443,423,4254718.00,7910,45.35,5.70,-4.50
3-August-2012,242.50,246.70,240.00,244.40,242.349243817418274641,36433,850,8829510.00,9423,25.86,6.70,1.90
2-August-2012,247.25,251.20,243.50,244.15,247.613943752683555173,37264,1157,9227086.00,6945,18.64,7.70,-3.10
1-August-2012,245.80,249.00,243.85,245.55,246.250815188808246555,19014,623,4682213.00,3132,16.47,5.15,-0.25
31-July-2012,247.00,248.00,244.25,246.75,245.964412344057780695,15230,491,3746038.00,2088,13.71,3.75,-0.25
30-July-2012,249.00,251.95,244.50,249.25,248.225658371587339937,20695,684,5137030.00,4507,21.78,7.45,0.25
27-July-2012,258.00,259.70,247.70,248.50,253.317581913123314397,34854,1098,8829131.00,6745,19.35,12.00,-9.50
26-July-2012,261.00,266.35,251.00,255.25,261.283220239591187065,59685,1786,15594689.00,10264,17.20,15.35,-5.75
25-July-2012,254.65,261.75,252.10,258.30,258.400291575549307508,28809,1009,7444254.00,4123,14.31,9.65,3.65
24-July-2012,257.00,258.50,252.25,256.20,254.645597195275536948,29379,808,7481233.00,9936,33.82,6.25,-0.80
23-July-2012,260.25,260.25,255.15,256.60,257.702223959512004443,48607,1016,12526132.00,16853,34.67,5.10,-3.65
20-July-2012,250.00,264.05,250.00,260.00,260.185473251192526963,502714,10474,130798880.00,67370,13.40,14.05,10.00
19-July-2012,253.50,253.50,245.05,245.70,248.934892010903753407,47690,1197,11871705.00,8425,17.67,8.45,-7.80
18-July-2012,237.80,258.60,232.40,251.55,249.512901374210757335,148085,3152,36949118.00,22489,15.19,26.20,13.75
17-July-2012,240.35,243.45,237.05,238.30,239.190052641132691958,16527,432,3953094.00,7541,45.63,6.40,-2.05
16-July-2012,244.00,244.00,237.60,239.25,241.004888647474198804,20251,668,4880590.00,8386,41.41,6.40,-4.75
13-July-2012,244.10,248.95,240.50,243.95,244.865780787616662872,35144,891,8605563.00,16972,48.29,8.45,-0.15
12-July-2012,244.80,246.50,241.75,244.00,243.847001854522975479,9706,471,2366779.00,3075,31.68,4.75,-0.80
11-July-2012,246.15,248.75,243.75,244.45,246.158085524698943229,16276,423,4006469.00,7099,43.62,5.00,-1.70
10-July-2012,244.10,248.10,244.10,247.05,246.571428571428571428,28623,580,7057614.00,9345,32.65,4.00,2.95
9-July-2012,247.00,251.00,242.60,243.65,245.471313167049943982,33918,892,8325896.00,7793,22.98,8.40,-3.35
6-July-2012,239.25,246.00,236.15,244.30,241.128090723182747722,26895,900,6485140.00,12685,47.16,9.85,5.05
5-July-2012,242.35,243.90,236.50,239.80,239.717811272688674238,18842,491,4516763.00,6784,36.00,7.40,-2.55
4-July-2012,237.00,244.00,237.00,242.55,242.007674578265986661,40784,754,9870041.00,17316,42.46,7.00,5.55
3-July-2012,235.20,238.45,235.10,237.25,236.894960663406336381,18812,841,4456468.00,9305,49.46,3.35,2.05
2-July-2012,235.00,239.80,232.00,234.70,236.567474402730375426,58600,1200,13862854.00,7897,13.48,7.80,-0.30
29-June-2012,230.00,234.90,229.05,232.35,230.858388991248272685,34736,813,8019097.00,11549,33.25,5.85,2.35
28-June-2012,224.00,229.90,224.00,227.50,227.098635931969265302,46332,794,10521934.00,19094,41.21,5.90,3.50
27-June-2012,230.00,230.00,220.65,223.55,223.325260944657205076,26634,672,5948045.00,7028,26.39,9.35,-6.45
26-June-2012,225.45,229.80,225.15,226.50,227.671919653792765575,24494,647,5576596.00,6017,24.57,4.65,1.05
25-June-2012,221.05,228.00,218.50,224.35,225.181848799078259328,56415,1413,12703634.00,9486,16.81,9.50,3.30
22-June-2012,212.50,220.50,210.55,219.60,217.802635955429901879,24052,699,5238589.00,9055,37.65,9.95,7.10
21-June-2012,208.55,215.60,208.20,214.25,212.312925696594427244,12920,688,2743083.00,6062,46.92,7.40,5.70
20-June-2012,204.70,211.00,202.50,208.40,206.872418922939601309,16805,797,3476491.00,5028,29.92,8.50,3.70
19-June-2012,209.00,210.40,201.60,203.70,205.750147445177202294,18651,610,3837446.00,7969,42.73,8.80,-5.30
18-June-2012,215.00,216.35,207.35,209.40,211.505490862376196593,24131,587,5103839.00,12318,51.05,9.00,-5.60
15-June-2012,218.50,219.45,211.65,213.55,214.994255186797906985,27329,698,5875578.00,10394,38.03,7.80,-4.95
14-June-2012,222.30,223.00,215.05,215.95,217.976855586930213795,19832,549,4322917.00,8095,40.82,7.95,-6.35
13-June-2012,221.85,224.90,219.90,221.90,222.553891635165261219,20634,337,4592177.00,2274,11.02,5.00,0.05
12-June-2012,218.95,223.00,216.00,222.10,218.370668846842638012,25686,490,5609069.00,7737,30.12,7.00,3.15
11-June-2012,224.00,224.50,218.60,219.25,221.789278905461478075,17834,553,3955390.00,8667,48.60,5.90,-4.75
8-June-2012,222.25,222.90,219.30,221.40,221.182580980876804995,15374,480,3400461.00,7967,51.82,3.60,-0.85
7-June-2012,228.00,228.00,220.00,221.60,225.402817312604919348,13701,657,3088244.00,6015,43.90,8.00,-6.40
6-June-2012,221.05,227.50,218.10,225.85,222.254987502840263576,22005,943,4890721.00,7648,34.76,9.40,4.80
5-June-2012,220.00,224.35,218.55,220.45,221.400760135135135135,11840,650,2621385.00,4412,37.26,5.80,0.45
4-June-2012,215.75,221.00,212.05,218.65,215.649046748498302428,38290,446,8257202.00,3375,8.81,8.95,2.90
1-June-2012,216.65,220.75,213.40,216.00,216.719972868621517270,19166,659,4153655.00,7771,40.55,7.35,-0.65
31-May-2012,214.50,220.15,212.15,217.85,217.715988752029783357,25249,905,5497111.00,7475,29.61,8.00,3.35
30-May-2012,225.00,225.00,215.00,216.05,218.894443800023199164,17242,482,3774178.00,9619,55.79,10.00,-8.95
29-May-2012,221.30,224.70,217.50,222.65,220.893268277807425478,13117,431,2897457.00,3656,27.87,7.20,1.35
28-May-2012,213.90,221.90,213.90,220.30,218.018409565382425507,21076,545,4594956.00,7864,37.31,8.00,6.40
25-May-2012,210.05,216.75,208.75,213.90,213.594537815126050420,18088,581,3863498.00,5360,29.63,8.00,3.85
24-May-2012,204.15,209.70,203.00,208.60,207.073330549577618604,31133,659,6446814.00,7344,23.59,6.70,4.45
23-May-2012,195.00,206.45,195.00,204.50,204.253491425615724346,25133,880,5133503.00,9143,36.38,11.45,9.50
22-May-2012,206.00,209.00,190.65,201.30,203.118158144515563776,41089,1076,8345922.00,14872,36.19,18.35,-4.70
21-May-2012,208.60,215.70,202.00,202.95,207.476360436121840316,40906,1000,8487028.00,15722,38.43,13.70,-5.65
18-May-2012,207.35,210.45,204.80,208.90,208.305355320759685329,30381,424,6328525.00,3533,11.63,5.65,1.55
17-May-2012,211.00,214.65,201.70,212.60,211.775898374124063654,28969,457,6134936.00,3540,12.22,12.95,1.60
16-May-2012,214.00,214.00,208.40,210.20,211.213187325256290773,12876,384,2719581.00,5964,46.32,5.60,-3.80
15-May-2012,214.00,219.60,210.00,218.40,215.170116528672186445,13044,403,2806679.00,6992,53.60,9.60,4.40
14-May-2012,215.00,215.95,212.00,213.40,213.646176542906319154,8134,250,1737798.00,3551,43.66,3.95,-1.60
11-May-2012,215.30,218.30,212.00,214.80,214.652209307584460223,22111,454,4746175.00,7547,34.13,6.30,-0.50
10-May-2012,220.40,221.00,215.00,215.30,217.572948822095857026,12310,432,2678323.00,4700,38.18,6.00,-5.10
9-May-2012,220.75,223.70,216.05,217.45,219.469864614115868325,14551,349,3193506.00,9030,62.06,7.65,-3.30
8-May-2012,231.50,231.50,220.10,221.75,225.913813005001923816,7797,282,1761450.00,3259,41.80,11.40,-9.75
7-May-2012,224.10,229.70,220.05,228.45,226.887589670014347202,13940,366,3162813.00,5722,41.05,9.65,4.35
4-May-2012,230.80,231.60,224.15,225.00,226.257541720154043645,18696,435,4230111.00,8313,44.46,7.45,-5.80
3-May-2012,231.85,237.50,231.00,232.15,234.070934534341322181,12434,489,2910438.00,3342,26.88,6.50,0.30
2-May-2012,240.00,240.35,233.40,235.35,237.396755660696181142,17754,483,4214742.00,6388,35.98,6.95,-4.65
30-April-2012,231.70,239.15,231.25,237.35,235.239100208560929585,20138,415,4737245.00,4839,24.03,7.90,5.65
28-April-2012,230.00,235.35,230.00,231.80,232.416939532853088845,4581,109,1064702.00,1518,33.14,5.35,1.80
27-April-2012,238.00,240.00,230.20,232.40,235.437562562562562562,31968,887,7526468.00,7007,21.92,9.80,-5.60
26-April-2012,228.00,237.40,226.50,235.30,232.897760394609003263,120423,2484,28046247.00,21824,18.12,10.90,7.30
25-April-2012,228.40,229.45,222.35,224.10,225.190692346852197522,23572,483,5308195.00,9963,42.27,7.10,-4.30
24-April-2012,227.00,232.65,224.15,228.10,228.046426330775541720,20721,608,4725350.00,5069,24.46,8.50,1.10
23-April-2012,233.05,237.25,228.10,229.00,233.562556732223903177,13220,423,3087697.00,3716,28.11,9.15,-4.05
20-April-2012,236.90,237.85,231.55,233.10,235.837178841309823677,9925,342,2340684.00,4112,41.43,6.30,-3.80
19-April-2012,240.30,240.30,232.05,235.50,236.353710287877050120,69752,1945,16486144.00,6574,9.42,8.25,-4.80
18-April-2012,224.55,237.25,224.55,234.40,234.509570287742426163,78890,1656,18500460.00,15500,19.65,12.70,9.85
17-April-2012,225.55,230.20,225.25,229.25,228.871507045617387150,8374,369,1916570.00,1998,23.86,4.95,3.70
16-April-2012,226.40,228.90,225.65,227.50,227.940360090022505626,7998,214,1823067.00,4246,53.09,3.25,1.10
13-April-2012,228.50,233.80,224.20,227.40,230.586422470722902174,56785,954,13093850.00,21571,37.99,9.60,-1.10
12-April-2012,225.50,230.00,223.80,228.15,226.647300726222766646,22858,556,5180704.00,7238,31.67,6.20,2.65
11-April-2012,223.45,227.00,219.95,224.25,223.636507434356216387,22127,676,4948405.00,9024,40.78,7.05,0.80
10-April-2012,225.00,227.50,220.00,224.25,224.046011703110563597,16235,500,3637387.00,4284,26.39,7.50,-0.75
9-April-2012,215.00,227.70,210.10,222.60,223.702252252252252252,6660,276,1489857.00,2688,40.36,17.60,7.60
4-April-2012,226.30,227.85,224.30,227.05,226.507984613591327660,8579,229,1943212.00,3555,41.44,3.55,0.75
3-April-2012,226.00,231.20,225.55,227.30,229.022764227642276422,14145,584,3239527.00,6127,43.32,5.65,1.30
2-April-2012,226.00,227.80,223.60,225.20,225.637201907790143084,9435,335,2128887.00,2517,26.68,4.20,-0.80
30-March-2012,221.15,226.70,219.85,225.05,222.280742064505148498,11751,509,2612021.00,4490,38.21,6.85,3.90
29-March-2012,218.20,220.55,212.10,216.70,217.069151823160803276,40534,972,8798681.00,11350,28.00,8.45,-1.50
28-March-2012,222.00,223.70,217.20,218.20,220.198192792347605096,28331,471,6238435.00,18652,65.84,6.50,-3.80
27-March-2012,218.90,225.00,218.15,222.15,222.277525195120103053,26394,744,5866793.00,10537,39.92,6.85,3.25
26-March-2012,225.00,226.30,217.60,218.75,222.451816745655608214,22788,641,5069232.00,9034,39.64,8.70,-6.25
23-March-2012,224.10,227.70,220.75,224.25,224.384431883005756365,19283,722,4326805.00,3381,17.53,6.95,0.15
22-March-2012,229.15,234.40,221.00,222.30,229.870814586492331402,40229,1318,9247473.00,9974,24.79,13.40,-6.85
21-March-2012,232.00,232.00,226.30,230.20,229.363522265173954515,19919,650,4568692.00,5617,28.20,5.70,-1.80
20-March-2012,224.00,236.50,223.00,230.35,232.130258121628592718,157019,3515,36448861.00,25471,16.22,13.50,6.35
19-March-2012,223.10,227.20,220.20,223.15,223.872686549569727690,8483,632,1899112.00,3652,43.05,7.00,0.05
16-March-2012,225.00,230.00,222.75,224.25,226.507581803671189146,8771,548,1986698.00,3329,37.95,7.25,-0.75
15-March-2012,233.20,233.20,222.00,224.55,226.894969429142199891,16519,744,3748078.00,5903,35.73,11.20,-8.65
14-March-2012,239.85,240.00,231.00,233.20,235.688980767444021183,21526,571,5073441.00,8799,40.88,9.00,-6.65
13-March-2012,237.05,240.00,235.90,236.50,237.612621534029528267,11108,343,2639401.00,3763,33.88,4.10,-0.55
12-March-2012,240.00,240.75,230.80,237.40,237.665777296035352482,23987,905,5700889.00,6063,25.28,9.95,-2.60
9-March-2012,232.30,238.00,232.30,235.95,235.914928889276677427,22922,745,5407642.00,5849,25.52,5.70,3.65
7-March-2012,224.10,232.75,222.55,229.55,227.185375974815768762,27954,1099,6350740.00,4768,17.06,10.20,5.45
6-March-2012,237.00,241.55,225.25,228.75,235.572722658232790597,25611,1131,6033253.00,6834,26.68,16.30,-8.25
5-March-2012,238.35,240.00,233.50,235.05,237.066989983229841816,22063,692,5230409.00,8626,39.10,6.50,-3.30
3-March-2012,242.05,242.80,237.80,240.75,241.321358073430714567,7599,285,1833801.00,4055,53.36,5.00,-1.30
2-March-2012,238.70,244.75,234.35,243.00,240.998264290673455218,77778,2146,18744363.00,20824,26.77,10.40,4.30
1-March-2012,234.90,245.20,233.05,235.60,239.575098903219581229,155455,3520,37243147.00,39100,25.15,12.15,0.70
29-February-2012,233.85,236.50,231.10,232.75,233.923122362869198312,35550,937,8315967.00,9937,27.95,5.40,-1.10
28-February-2012,226.00,233.90,224.55,232.35,231.113901766328267120,34082,963,7876824.00,8684,25.48,9.35,6.35
27-February-2012,236.00,236.00,223.00,225.00,227.567918298395147047,39069,1080,8890851.00,9009,23.06,13.00,-11.00
24-February-2012,251.00,251.00,233.60,234.50,240.343713193178334597,185937,3572,44688789.00,33895,18.23,17.40,-16.50
23-February-2012,257.00,260.90,242.65,250.40,255.054360333080999242,396300,8696,101078043.00,56189,14.18,18.25,-6.60
22-February-2012,239.85,263.20,236.20,253.80,254.491327390105957785,1089868,20005,277361954.00,79169,7.26,27.00,13.95
21-February-2012,239.95,241.80,236.05,237.95,239.150743622574608490,20306,600,4856195.00,7443,36.65,5.75,-2.00
17-February-2012,239.95,244.80,232.05,237.00,240.194239739210348355,57671,1775,13852242.00,13689,23.74,12.75,-2.95
16-February-2012,239.80,243.70,234.20,235.35,238.345565246009544182,30385,1319,7242130.00,12893,42.43,9.50,-4.45
15-February-2012,239.00,245.40,232.90,239.70,240.006652829265197726,110329,2604,26479694.00,21434,19.43,12.50,0.70
14-February-2012,223.55,244.00,223.55,238.85,234.542793462109955423,127870,2562,29990987.00,71599,55.99,20.45,15.30
13-February-2012,223.15,225.00,220.60,221.95,222.618886061634153237,7074,565,1574806.00,4346,61.44,4.40,-1.20
10-February-2012,225.90,225.90,220.70,222.90,222.902192125104719352,14324,666,3192851.00,4594,32.07,5.20,-3.00
9-February-2012,223.95,227.15,222.05,224.20,224.804553316439403081,24861,633,5588866.00,15986,64.30,5.10,0.25
8-February-2012,222.50,225.60,220.40,223.90,223.500275077938749312,10906,851,2437494.00,3165,29.02,5.20,1.40
7-February-2012,229.70,230.00,220.60,222.00,225.648715983135300881,10436,813,2354870.00,4383,42.00,9.40,-7.70
6-February-2012,228.80,234.50,225.15,227.55,230.043771415938985298,18094,882,4162412.00,4722,26.10,9.35,-1.25
3-February-2012,224.00,239.00,224.00,228.30,230.594005084972567911,29892,942,6892916.00,9231,30.88,15.00,4.30
2-February-2012,226.65,235.35,223.10,231.90,230.521482705966406567,71383,1829,16455315.00,15319,21.46,12.25,5.25
1-February-2012,226.95,232.00,224.60,225.50,226.329343949978017683,20471,860,4633188.00,8277,40.43,7.40,-1.45
31-January-2012,225.80,228.80,221.20,226.00,225.269066822042994265,32609,1291,7345799.00,11706,35.90,7.60,0.20
30-January-2012,227.45,229.40,220.70,222.00,224.824625432193622742,20824,761,4681748.00,8567,41.14,8.70,-5.45
27-January-2012,232.00,237.35,227.00,231.75,231.178320652492812017,51127,1677,11819454.00,12306,24.07,10.35,-0.25
25-January-2012,228.20,236.85,227.00,234.95,232.036440548392028948,98105,2336,22763935.00,38873,39.62,9.85,6.75
24-January-2012,227.20,228.90,223.05,226.35,226.670641460656002585,30945,872,7014323.00,8560,27.66,5.85,-0.85
23-January-2012,223.00,227.70,218.00,225.40,225.027854238743402611,39599,1077,8910878.00,12178,30.75,9.70,2.40
20-January-2012,223.80,223.80,216.00,218.60,219.052757491815663560,15884,616,3479434.00,4693,29.55,7.80,-5.20
